緯度,經度,案件編號,立案案號,事項
22.9892722,120.1796006, UN201506160019 , A-TB-2015-28486 , 其他汙染舉發 
22.973321,120.245101, UN201506160022 , A-TB-2015-28487 , 環境髒亂 
22.9892722,120.1796006, UN201506170017 , A-TB-2015-28708 , 其他汙染舉發 
23.0444051,120.233646, UN201506170215 , A-TB-2015-28802 , 環境髒亂 
23.130665,120.2986422, UN201506170336 , A-TB-2015-28872 , 其他汙染舉發 
23.0180826,120.1972521, UN201506180100 , A-TB-2015-28939 , 環境髒亂 
22.986799,120.229372, UN201506190084 , A-TB-2015-29122 , 道路散落物 
23.00947,120.21137, UN201506190267 , A-TB-2015-29217 , 妨礙安寧 
23.0708438,120.2222853, UN201506200040 , A-TB-2015-29239 , 場所連續噪音 
23.1764909,120.2465343, UN201506210087 , A-TB-2015-29406 , 市區道路路面油漬 
22.9976191,120.1665602, UN201506220003 , A-TB-2015-29481 , 道路散落物 
23.0208312,120.1937284, UN201506220043 , A-TB-2015-29515 , 市區道路路面油漬 
23.038486,120.261226, UN201506220307 , A-TB-2015-29664 , 環境髒亂 
23.0081446,120.2215192, UN201506230024 , A-TB-2015-29704 , 其他汙染舉發 
23.0185961,120.2159412, UN201506230102 , A-TB-2015-29764 , 其他汙染舉發 
22.9786972,120.1949196, UN201506230222 , A-TB-2015-29819 , 環境髒亂 
23.0499502,120.1740737, UN201506240013 , A-TB-2015-29903 , 道路散落物 
23.041731,120.215836, UN201506240150 , A-TB-2015-29963 , 路面油漬 
23.0456248,120.1987329, UN201506240268 , A-TB-2015-30033 , 路面油漬 
23.010963,120.223398, UN201506250137 , A-TB-2015-30138 , 環境髒亂 
22.9950333,120.2492904, UN201506250158 , A-TB-2015-30155 , 其他汙染舉發 
23.0645515,120.1983052, UN201506260142 , A-TB-2015-30307 , 市區道路路面油漬 
23.1110636,120.2036496, UN201506270163 , A-TB-2015-30530 , 道路散落物 
23.0143386,120.2130705, UN201507010307 , A-TB-2015-31044 , 道路散落物 
23.0175954,120.2152612, UN201507010308 , A-TB-2015-31045 , 環境髒亂 
22.973321,120.245101, UN201507010315 , A-TB-2015-31048 , 環境髒亂 
23.0524815,120.238277, UN201507030005 , A-TB-2015-31408 , 路面油漬 
22.9649207,120.2953401, UN201507030051 , A-TB-2015-31427 , 環境髒亂 
22.9902001,120.1760001, UN201507030073 , A-TB-2015-31484 , 場所連續噪音 
23.0385411,120.310896, UN201507030158 , A-TB-2015-31491 , 其他汙染舉發 
23.0584676,120.2943199, UN201507030164 , A-TB-2015-31491 , 其他汙染舉發 
22.9239754,120.1836373, UN201507030322 , A-TB-2015-31600 , 道路散落物 
23.0044879,120.2035687, UN201507050107 , A-TB-2015-31829 , 場所連續噪音 
23.156725,120.175449, UN201507050113 , A-TB-2015-31837 , 環境髒亂 
23.0069799,120.1863346, UN201507060194 , A-TB-2015-31889 , 道路散落物 
23.0583499,120.2348068, UN201507060266 , A-TB-2015-31924 , 市區道路路面油漬 
23.1026047,120.0881678, UN201507060298 , A-TB-2015-31945 , 環境髒亂 
22.9834529,120.2150278, UN201507060440 , A-TB-2015-32026 , 環境髒亂 
23.0160715,120.208567, UN201507070057 , A-TB-2015-32091 , 其他汙染舉發 
23.0333079,120.2550649, UN201507070080 , A-TB-2015-32096 , 環境髒亂 
23.0148796,120.2031029, UN201507080020 , A-TB-2015-32250 , 其他汙染舉發 
23.0593256,120.2393399, UN201507080028 , A-TB-2015-32256 , 道路散落物 
23.1676345,120.24694, UN201507080070 , A-TB-2015-32275 , 其他汙染舉發 
22.9851241,120.2219302, UN201507090281 , A-TB-2015-32545 , 其他汙染舉發 
22.9898082,120.2428606, UN201507090299 , A-TB-2015-32558 , 道路散落物 
23.0091182,120.2337687, UN201507090363 , A-TB-2015-32595 , 道路散落物 
23.0001839,120.1924211, UN201507100024 , A-TB-2015-32618 , 道路散落物 
22.9905875,120.2476379, UN201507100146 , A-TB-2015-32665 , 道路散落物 
23.0013909,120.2106111, UN201507100211 , A-TB-2015-32715 , 道路散落物 
22.964606,120.192726, UN201507100247 , A-TB-2015-32737 , 其他汙染舉發 
22.964606,120.192726, UN201507100267 , A-TB-2015-32740 , 其他汙染舉發 
23.040649,120.199716, UN201507100313 , A-TB-2015-32777 , 市區道路路面油漬 
22.993051,120.178596, UN201507100314 , A-TB-2015-32782 , 場所連續噪音 
23.0047526,120.1844546, UN201507110063 , A-TB-2015-32820 , 其他汙染舉發 
23.0275699,120.2045769, UN201507110084 , A-TB-2015-32831 , 道路散落物 
22.9809179,120.2122143, UN201507110106 , A-TB-2015-32842 , 道路散落物 
23.0041733,120.2357752, UN201507120052 , A-TB-2015-32943 , 其他汙染舉發 
23.0342628,120.2576079, UN201507120076 , A-TB-2015-32961 , 場所連續噪音 
22.9957669,120.1953104, UN201507120090 , A-TB-2015-32960 , 場所連續噪音 
23.00934,120.207938, UN201507130282 , A-TB-2015-33207 , 道路散落物 
23.0592129,120.2006975, UN201507140029 , A-TB-2015-33257 , 市區道路路面油漬 
22.9964656,120.1928657, UN201507140104 , A-TB-2015-33303 , 場所連續噪音 
22.987021,120.1682993, UN201507140206 , A-TB-2015-33366 , 道路散落物 
23.0662655,120.2921169, UN201507140249 , A-TB-2015-33376 , 其他汙染舉發 
23.0423257,120.2034032, UN201507150024 , A-TB-2015-33436 , 市區道路路面油漬 
23.0751809,120.2764506, UN201507150118 , A-TB-2015-33485 , 道路散落物 
23.3219105,120.2705936, UN201507160052 , A-TB-2015-33686 , 其他汙染舉發 
23.3485156,120.4017235, UN201507160062 , A-TB-2015-33666 , 其他汙染舉發 
23.0274678,120.2605148, UN201507170126 , A-TB-2015-33892 , 路面油漬 
23.0006965,120.2231046, UN201507180011 , A-TB-2015-34015 , 市區道路路面油漬 
23.0004029,120.1888823, UN201507180061 , A-TB-2015-34045 , 場所連續噪音 
23.0221249,120.224332, UN201507180070 , A-TB-2015-34046 , 市區道路路面油漬 
23.278799,120.151906, UN201507180081 , A-TB-2015-34054 , 其他汙染舉發 
22.9801568,120.2004774, UN201507190041 , A-TB-2015-34166 , 道路散落物 
23.3485156,120.4017235, UN201507190103 , A-TB-2015-34198 , 其他汙染舉發 
22.9659001,120.235136, UN201507190184 , A-TB-2015-34244 , 場所連續噪音 
23.223067,120.186939, UN201507200077 , A-TB-2015-34268 , 其他汙染舉發 
22.982711,120.2486455, UN201507200230 , A-TB-2015-34374 , 道路散落物 
23.3070861,120.3147868, UN201507210261 , A-TB-2015-34645 , 路面油漬 
22.9712957,120.253113, UN201507210297 , A-TB-2015-34673 , 環境髒亂 
22.9898901,120.1982193, UN201507220132 , A-TB-2015-34754 , 其他汙染舉發 
23.0325043,120.253009, UN201507220271 , A-TB-2015-34856 , 環境髒亂 
23.060037,120.145305, UN201507230010 , A-TB-2015-34865 , 路面油漬 
23.2761085,120.3018043, UN201507240009 , A-TB-2015-35101 , 道路散落物 
23.0076966,120.2312282, UN201507240241 , A-TB-2015-35254 , 其他汙染舉發 
23.0700936,120.1783038, UN201507240264 , A-TB-2015-35266 , 路面油漬 
23.020906,120.235655, UN201507240294 , A-TB-2015-35287 , 場所連續噪音 
23.0308378,120.2661919, UN201507250005 , A-TB-2015-35307 , 道路散落物 
23.0197003,120.1983363, UN201507250013 , A-TB-2015-35309 , 道路散落物 
22.9858341,120.2044483, UN201507250081 , A-TB-2015-35346 , 道路散落物 
22.9897366,120.1689439, UN201507250103 , A-TB-2015-35364 , 其他汙染舉發 
22.9259462,120.189437, UN201507250158 , A-TB-2015-35397 , 環境髒亂 
23.197989,120.297533, UN201507260100 , A-TB-2015-35490 , 其他汙染舉發 
23.0384196,120.3071173, UN201507260111 , A-TB-2015-35499 , 道路散落物 
23.0004496,120.1543358, UN201507260123 , A-TB-2015-35504 , 其他汙染舉發 
22.964902,120.2953111, UN201507270024 , A-TB-2015-35565 , 其他汙染舉發 
23.1927458,120.3272904, UN201507270053 , A-TB-2015-35579 , 其他汙染舉發 
22.9929899,120.1870009, UN201507280035 , A-TB-2015-35777 , 道路散落物 
23.040568,120.2487871, UN201507280127 , A-TB-2015-35839 , 道路散落物 
22.9712579,120.2862807, UN201507280324 , A-TB-2015-35974 , 其他汙染舉發 
23.0065704,120.1830295, UN201507290509 , A-TB-2015-36086 , 場所連續噪音 
23.0316195,120.2372524, UN201507290589 , A-TB-2015-36142 , 道路散落物 
22.9669692,120.314653, UN201507300064 , A-TB-2015-36281 , 其他汙染舉發 
22.992337,120.1584329, UN201507300155 , A-TB-2015-36305 , 其他汙染舉發 
22.9609837,120.3214446, UN201507300186 , A-TB-2015-36326 , 道路散落物 
22.9722713,120.251179, UN201507300227 , A-TB-2015-36351 , 路面油漬 
23.2218367,120.3308515, UN201507300294 , A-TB-2015-36394 , 其他汙染舉發 
22.9893753,120.2093465, UN201507310108 , A-TB-2015-36477 , 其他汙染舉發 
23.0067753,120.2072401, UN201508010075 , A-TB-2015-36644 , 環境髒亂 
23.3040394,120.3186922, UN201508010300 , A-TB-2015-36750 , 場所連續噪音 
23.0147147,120.2130471, UN201508020008 , A-TB-2015-36789 , 市區道路路面油漬 
22.9901592,120.1470983, UN201508020021 , A-TB-2015-36800 , 環境髒亂 
22.9825933,120.1812512, UN201508020057 , A-TB-2015-36814 , 市區道路路面油漬 
22.9863307,120.1976046, UN201508020058 , A-TB-2015-36816 , 道路散落物 
23.0724796,120.2900586, UN201508020197 , A-TB-2015-36908 , 道路散落物 
23.0082372,120.2198207, UN201508020207 , A-TB-2015-36914 , 場所連續噪音 
23.0350548,120.2113955, UN201508030298 , A-TB-2015-37098 , 路面油漬 
22.9828822,120.180551, UN201508050094 , A-TB-2015-37381 , 市區道路路面油漬 
22.9828822,120.180551, UN201508050106 , A-TB-2015-37373 , 路面油漬 
23.0123164,120.2099569, UN201508050108 , A-TB-2015-37384 , 大型廢棄物清運 
23.0126611,120.210204, UN201508050181 , A-TB-2015-37428 , 大型廢棄物清運 
23.0126611,120.210204, UN201508050257 , A-TB-2015-37477 , 大型廢棄物清運 
22.9954237,120.1655533, UN201508050277 , A-TB-2015-37488 , 環境髒亂 
23.0008734,120.2624354, UN201508050361 , A-TB-2015-37536 , 路面油漬 
22.9902102,120.1796424, UN201508060019 , A-TB-2015-37575 , 其他汙染舉發 
22.9887187,120.2496961, UN201508060061 , A-TB-2015-37641 , 環境髒亂 
23.028946,120.2939058, UN201508060315 , A-TB-2015-37770 , 道路散落物 
22.9933869,120.2086597, UN201508060317 , A-TB-2015-37771 , 場所連續噪音 
23.1822433,120.1110004, UN201508070017 , A-TB-2015-37787 , 環境髒亂 
23.024984,120.207723, UN201508070077 , A-TB-2015-37854 , 其他汙染舉發 
23.0676567,120.1969022, UN201508070082 , A-TB-2015-37817 , 其他汙染舉發 
22.96964,120.210851, UN201508070240 , A-TB-2015-37932 , 環境髒亂 
23.0406026,120.145804, UN201508070347 , A-TB-2015-37953 , 其他汙染舉發 
22.995719,120.2006218, UN201508080314 , A-TB-2015-38426 , 其他汙染舉發 
22.9942425,120.1638987, UN201508080412 , A-TB-2015-38124 , 道路散落物 
23.2857867,120.1348039, UN201508090087 , A-TB-2015-38448 , 大型廢棄物清運 
23.3121073,120.3139576, UN201508090355 , A-TB-2015-38548 , 環境髒亂 
22.9928903,120.1974017, UN201508090370 , 併案 , 道路散落物 
23.181966,120.183871, UN201508090611 , A-TB-2015-38691 , 道路散落物 
22.9936221,120.3201122, UN201508090676 , A-TB-2015-38670 , 大型廢棄物清運 
22.990133,120.24475, UN201508100014 , A-TB-2015-38741 , 路面油漬 
23.0206966,120.277999, UN201508100016 , A-TB-2015-38742 , 道路散落物 
22.9933233,120.2030474, UN201508110015 , A-TB-2015-39235 , 道路散落物 
23.0091284,120.2318191, UN201508110394 , A-TB-2015-39483 , 其他汙染舉發 
23.0962478,120.2105443, UN201508110424 , A-TB-2015-39504 , 環境髒亂 
23.0109036,120.2324812, UN201508120001 , A-TB-2015-39586 , 市區道路路面油漬 
22.9844269,120.1701185, UN201508120004 , A-TB-2015-39588 , 場所連續噪音 
23.1773741,120.2412869, UN201508120203 , 併案A-TB-2015-39709 , 環境髒亂 
23.0731212,120.2900482, UN201508120204 , A-TB-2015-39704 , 場所連續噪音 
23.1773741,120.2412869, UN201508120208 , A-TB-2015-39709 , 環境髒亂 
23.012504,120.193923, UN201508120226 , A-TB-2015-39718 , 路面油漬 
23.1773741,120.2412869, UN201508120382 , A-TB-2015-39825 , 環境髒亂 
23.1773741,120.2412869, UN201508120386 , 同案件A-TB-2015-39825併案 , 環境髒亂 
23.1771639,120.2433792, UN201508120410 , 同A-TB-2015-39825案件 , 環境髒亂 
22.9781051,120.21926, UN201508130006 , A-TB-2015-39863 , 場所連續噪音 
23.2749765,120.3114484, UN201508130079 , A-TB-2015-39915 , 環境髒亂 
23.1269119,120.2990536, UN201508130464 , A-TB-2015-40185 , 環境髒亂 
23.0515415,120.1994845, UN201508140043 , A-TB-2015-40210 , 環境髒亂 
22.9912229,120.1802818, UN201508160015 , A-TB-2015-40672 , 場所連續噪音 
23.0126611,120.210204, UN201508160176 , A-TB-2015-40784 , 大型廢棄物清運 
22.932952,120.231635, UN201508160183 , A-TB-2015-40797 , 其他汙染舉發 
22.9523274,120.2526316, UN201508170145 , 同A-TB-2015-40944案件 , 小廣告旗幟 
22.9825005,120.2084626, UN201508170411 , A-TB-2015-41124 , 妨礙安寧 
22.9737514,120.2439384, UN201508170427 , A-TB-2015-41148 , 道路散落物 
23.0400506,120.3116271, UN201508180003 , A-TB-2015-41153 , 市區道路路面油漬 
23.0091547,120.1938542, UN201508180096 , A-TB-2015-41346 , 環境髒亂 
23.041266,120.190851, UN201508180100 , A-TB-2015-41250 , 市區道路路面油漬 
23.0526105,120.2135293, UN201508180147 , A-TB-2015-41259 , 環境髒亂 
23.009275,120.270341, UN201508180220 , A-TB-2015-41282 , 環境髒亂 
23.0260915,120.1949773, UN201508180334 , A-TB-2015-41396 , 環境髒亂 
22.9887164,120.1809253, UN201508190005 , A-TB-2015-41447 , 場所連續噪音 
23.0126134,120.1894324, UN201508190052 , A-TB-2015-41471 , 環境髒亂 
23.2889223,120.4464262, UN201508190181 , A-TB-2015-41551 , 其他汙染舉發 
23.14134,120.378875, UN201508190310 , A-TB-2015-41643 , 其他汙染舉發 
23.0134867,120.2212074, UN201508190390 , A-TB-2015-41680 , 道路散落物 
22.9887164,120.1809253, UN201508200005 , A-TB-2015-41728 , 場所連續噪音 
23.0035894,120.2765879, UN201508200210 , A-TB-2015-41945 , 其他汙染舉發 
23.0106802,120.2016585, UN201508200241 , A-TB-2015-41875 , 場所連續噪音 
22.980345,120.2109539, UN201508200306 , A-TB-2015-41927 , 大型廢棄物清運 
22.980345,120.2109539, UN201508200309 , 同A-TB-2015-41927案件併案 , 道路散落物 
22.9674483,120.2274188, UN201508200368 , A-TB-2015-41998 , 其他汙染舉發 
23.3074852,120.3039899, UN201508200373 , A-TB-2015-41985 , 環境髒亂 
23.1271636,120.3151396, UN201508210580 , A-TB-2015-42143 , 環境髒亂 
23.0369475,120.2141308, UN201508210592 , A-TB-2015-42150 , 市區道路路面油漬 
22.980345,120.2109539, UN201508210641 , A-TB-2015-42188 , 大型廢棄物清運 
23.030536,120.213343, UN201508210668 , A-TB-2015-42207 , 路面油漬 
23.047764,120.2106369, UN201508210763 , A-TB-2015-42274 , 路面油漬 
22.9991395,120.1795621, UN201508210835 , A-TB-2015-42325 , 其他汙染舉發 
22.9856925,120.2403597, UN201508220024 , A-TB-2015-42355 , 環境髒亂 
22.9856925,120.2403597, UN201508220026 , 併案A-TB-2015-42355 , 環境髒亂 
22.9874094,120.1803875, UN201508220219 , A-TB-2015-42459 , 環境髒亂 
22.996566,120.193584, UN201508220287 , A-TB-2015-42545 , 市區道路路面油漬 
22.9991395,120.1795621, UN201508220303 , A-TB-2015-42530 , 其他汙染舉發 
23.001925,120.198708, UN201508230139 , A-TB-2015-42642 , 其他汙染舉發 
23.3178602,120.322109, UN201508230261 , A-TB-2015-42710 , 其他汙染舉發 
22.9937249,120.157055, UN201508240058 , A-TB-2015-42764 , 環境髒亂 
22.9523274,120.2526316, UN201508240110 , A-TB-2015-42788 , 小廣告旗幟 
23.2218367,120.3308515, UN201508240154 , A-TB-2015-42817 , 其他汙染舉發 
22.999332,120.1834828, UN201508240176 , A-TB-2015-42834 , 其他汙染舉發 
22.9987144,120.207501, UN201508240316 , A-TB-2015-42957 , 市區道路路面油漬 
23.021119,120.26126, UN201508240418 , A-TB-2015-43053 , 環境髒亂 
23.0190219,120.2421975, UN201508240422 , , 環境髒亂 
23.0190219,120.2421975, UN201508240424 , , 環境髒亂 
23.0190219,120.2421975, UN201508240427 , A-TB-2015-43059 , 環境髒亂 
22.996698,120.2041295, UN201508250191 , A-TB-2015-43179 , 環境髒亂 
22.9534989,120.2514437, UN201508250451 , A-TB-2015-43379 , 其他汙染舉發 
23.0106802,120.2016585, UN201508260160 , A-TB-2015-43473 , 場所連續噪音 
22.973332,120.190523, UN201508260251 , A-TB-2015-43538 , 道路散落物 
23.0781834,120.1454058, UN201508270056 , A-TB-2015-43714 , 其他汙染舉發 
22.9992872,120.2024723, UN201508270062 , 827 0922致電2086630謝小姐 , 環境髒亂 
23.0420491,120.2023499, UN201508270079 , A-TB-2015-43766 , 市區道路路面油漬 
23.0158339,120.244136, UN201508270136 , A-TB-2015-43834 , 其他汙染舉發 
23.003035,120.2249531, UN201508270152 , A-TB-2015-43755 , 小廣告旗幟 
23.0435138,120.1920923, UN201508270181 , A-TB-2015-43757 , 道路散落物 
22.9682768,120.236489, UN201508270401 , A-TB-2015-43958 , 其他汙染舉發 
23.0198788,120.2267448, UN201509090148 , A-TB-2015-47622 , 環境髒亂 
23.0198788,120.2267448, UN201509090150 , 與A-TB-2015-47622併案 , 環境髒亂 
23.236324,120.1849571, UN201509100102 , A-TB-2015-47942 , 環境髒亂 
22.9993856,120.1628407, UN201509100263 , A-TB-2015-48066 , 環境髒亂 
23.0311536,120.2568447, UN201509100435 , A-TB-2015-48195 , 道路散落物 
23.0209848,120.1884491, UN201509100460 , A-TB-2015-48211 , 場所連續噪音 
22.9944023,120.2151906, UN201509100483 , A-TB-2015-48228 , 環境髒亂 
22.984865,120.204678, UN201509110217 , A-TB-2015-48340 , 場所連續噪音 
22.9944023,120.2151906, UN201509110248 , A-TB-2015-48365 , 環境髒亂 
23.035894,120.30835, UN201509110448 , A-TB-2015-48505 , 道路散落物 
23.3101463,120.3378375, UN201509120008 , A-TB-2015-48562 , 道路散落物 
23.0372738,120.2180947, UN201509120129 , A-TB-2015-48632 , 其他汙染舉發 
22.9821511,120.183691, UN201509130182 , A-TB-2015-48875 , 環境髒亂 
22.9712579,120.2862807, UN201509130287 , A-TB-2015-48958 , 其他汙染舉發 
22.991971,120.215037, UN201509130292 , A-TB-2015-48959 , 環境髒亂 
23.0034013,120.220381, UN201509140041 , A-TB-2015-48976 , 環境髒亂 
23.1012681,120.2822156, UN201509140044 , A-TB-2015-48979 , 道路散落物 
22.9712579,120.2862807, UN201509140451 , A-TB-2015-49255 , 其他汙染舉發 
23.0085305,120.1845127, UN201509150009 , A-TB-2015-49282 , 場所連續噪音 
22.9978733,120.2053356, UN201509150230 , A-TB-2015-49403 , 其他汙染舉發 
23.002768,120.1541515, UN201509150308 , 同UN201509150309 , 環境髒亂 
23.002768,120.1541515, UN201509150309 , A-TB-2015-49461 , 環境髒亂 
23.383498,120.37329, UN201509150380 , A-TB-2015-49497 , 環境髒亂 
23.383498,120.37329, UN201509150384 , A-TB-2015-49497 , 環境髒亂 
22.9739207,120.1980929, UN201509160012 , A-TB-2015-49538 , 道路散落物 
23.03541,120.259708, UN201509160168 , A-TB-2015-49632 , 環境髒亂 
22.9724984,120.2380139, UN201509160351 , A-TB-2015-49774 , 其他汙染舉發 
22.9922976,120.2122673, UN201509170004 , A-TB-2015-49793 , 妨礙安寧 
23.0380315,120.3050153, UN201509170008 , A-TB-2015-49795 , 道路散落物 
23.0286744,120.2515959, UN201509170242 , A-TB-2015-49930 , 小廣告旗幟 
23.0593256,120.2393399, UN201509170270 , A-TB-2015-49953 , 環境髒亂 
22.9922976,120.2122673, UN201509170390 , A-TB-2015-50032 , 場所連續噪音 
22.9632602,120.3118167, UN201509180049 , A-TB-2015-50056 , 路面油漬 
22.9952986,120.257153, UN201509180286 , A-TB-2015-50208 , 道路散落物 
23.3109691,120.3015193, UN201509210318 , A-TB-2015-50851 , 環境髒亂 
23.0064486,120.1808344, UN201509210464 , A-TB-2015-50937 , 小廣告旗幟 
22.9837784,120.1975027, UN201509220003 , A-TB-2015-50943 , 其他汙染舉發 
22.975884,120.228572, UN201509220019 , A-TB-2015-50983 , 路面油漬 
23.2608829,120.3124467, UN201509220368 , A-TB-2015-51174 , 其他汙染舉發 
22.991038,120.208208, UN201509230038 , A-TB-2015-51235 , 場所連續噪音 
22.993644,120.1483475, UN201509230084 , A-TB-2015-51258 , 環境髒亂 
22.9926565,120.1869054, UN201509230135 , A-TB-2015-51279 , 道路散落物 
23.197989,120.297533, UN201509230263 , A-TB-2015-51361 , 環境髒亂 
22.9826456,120.2191293, UN201509240406 , A-TB-2015-51697 , 其他汙染舉發 
23.0127091,120.210208, UN201509240415 , A-TB-2015-51709 , 大型廢棄物清運 
23.012767,120.21015, UN201509260051 , A-TB-2015-52071 , 大型廢棄物清運 
23.012632,120.210098, UN201509260052 , 同案件A-TB-2015-52071 併案 , 大型廢棄物清運 
23.156684,120.231904, UN201509260060 , A-TB-2015-52062 , 環境髒亂 
23.1763401,120.2397336, UN201509260064 , 同案件A-TB-2015-52062 併案 , 環境髒亂 
23.1763401,120.2397336, UN201509260066 , 同案件A-TB-2015-52062 併案 , 環境髒亂 
23.156684,120.231904, UN201509260080 , 同案件A-TB-2015-52062 併案 , 環境髒亂 
22.9951256,120.1994075, UN201509260153 , A-TB-2015-52095 , 其他汙染舉發 
23.0205214,120.1922264, UN201509260184 , A-TB-2015-52108 , 道路散落物 
22.924405,120.182922, UN201509260262 , A-TB-2015-52150 , 其他汙染舉發 
23.0141158,120.2115505, UN201509260286 , A-TB-2015-52164 , 其他汙染舉發 
23.0028468,120.202883, UN201509280342 , A-TB-2015-52530 , 其他汙染舉發 
23.0437344,120.1949136, UN201509280364 , A-TB-2015-52473 , 道路散落物 
22.9854537,120.1967044, UN201509290087 , A-TB-2015-52585 , 環境髒亂 
22.9854537,120.1967044, UN201509290091 , , 環境髒亂 
23.0051131,120.2478122, UN201509300011 , A-TB-2015-52757 , 其他汙染舉發 
22.988433,120.1871063, UN201509300154 , A-TB-2015-52827 , 市區道路路面油漬 
23.0127091,120.210208, UN201509300194 , A-TB-2015-52848 , 大型廢棄物清運 
23.0123164,120.2099569, UN201509300196 , 同A-TB-2015-52848 併案 , 大型廢棄物清運 
23.0369514,120.2441386, UN201510020015 , A-TB-2015-53364 , 道路掉落物 
22.9684745,120.285872, UN201510020145 , A-TB-2015-53432 , 環境髒亂 
22.9739856,120.2481522, UN201510020173 , A-TB-2015-53445 , 路面油漬 
22.9928903,120.1974017, UN201510030164 , A-TB-2015-53692 , 環境髒亂 
23.1060197,120.2797329, UN201510030208 , A-TB-2015-53711 , 環境髒亂 
23.1060197,120.2797329, UN201510030213 , 同 A-TB-2015-53711 併案 , 環境髒亂 
23.0179122,120.2122285, UN201510040004 , A-TB-2015-53845 , 道路散落物 
23.050978,120.222968, UN201510040096 , A-TB-2015-53880 , 其他汙染舉發 
22.9623311,120.3265587, UN201510040238 , A-TB-2015-53985 , 其他汙染舉發 
23.0056513,120.2401253, UN201510050223 , A-TB-2015-54110 , 其他汙染舉發 
23.0448691,120.1937684, UN201510050231 , A-TB-2015-54124 , 環境髒亂 
22.9901592,120.1470983, UN201510050462 , A-TB-2015-54283 , 市區道路路面油漬 
23.3114299,120.4890652, UN201510060053 , A-TB-2015-54344 , 場所連續噪音 
23.0503815,120.1970307, UN201510060086 , A-TB-2015-54332 , 道路散落物 
23.065374,120.2051158, UN201510060177 , A-TB-2015-54395 , 路面油漬 
23.327248,120.3190457, UN201510060314 , A-TB-2015-54473 , 道路散落物 
23.0230754,120.1742202, UN201510070002 , A-TB-2015-54525 , 市區道路路面油漬 
22.9519316,120.276972, UN201510070121 , A-TB-2015-54609 , 場所連續噪音 
23.0123164,120.2099569, UN201510070323 , A-TB-2015-54737 , 大型廢棄物清運 
23.0127091,120.210208, UN201510070326 , 同案件A-TB-2015-54737 , 大型廢棄物清運 
23.396695,120.427121, UN201510070398 , A-TB-2015-54774 , 道路散落物 
23.000534,120.259838, UN201510080090 , A-TB-2015-54836 , 道路散落物 
22.9631436,120.1901619, UN201510080197 , A-TB-2015-54888 , 大型廢棄物清運 
22.9631436,120.1901619, UN201510080198 , 同UN201510080197 , 大型廢棄物清運 
22.9996651,120.18703, UN201510080340 , A-TB-2015-55006 , 道路散落物 
22.991649,120.169044, UN201510090236 , A-TB-2015-55131 , 路面油漬 
23.0751809,120.2764506, UN201510100007 , A-TB-2015-55203 , 市區道路路面油漬 
22.9708696,120.2152299, UN201510100061 , A-TB-2015-55226 , 環境髒亂 
23.1036162,120.3178959, UN201510100070 , A-TB-2015-55239 , 環境髒亂 
23.0311629,120.2264853, UN201510110002 , A-TB-2015-55355 , 其他汙染舉發 
23.2993896,120.3133394, UN201510110019 , A-TB-2015-55364 , 路面油漬 
22.9855806,120.2051394, UN201510120103 , A-TB-2015-55517 , 場所連續噪音 
22.9618467,120.2899033, UN201510120287 , A-TB-2015-55614 , 其他汙染舉發 
22.9377228,120.2239923, UN201510120298 , A-TB-2015-55608 , 環境髒亂 
22.989527,120.2202027, UN201510120380 , A-TB-2015-55691 , 其他汙染舉發 
23.036188,120.307335, UN201510130395 , A-TB-2015-55980 , 道路散落物 
23.0294511,120.2046395, UN201510150416 , A-TB-2015-56413 , 道路散落物 
23.0212799,120.2605878, UN201510160030 , A-TB-2015-56433 , 場所連續噪音 
23.1277363,120.3177253, UN201510160164 , A-TB-2015-56489 , 其他汙染舉發 
23.0243022,120.2203186, UN201510170320 , A-TB-2015-56581 , 其他汙染舉發 
23.0093862,120.2180405, UN201510170395 , A-TB-2015-56596 , 路面油漬 
23.0286366,120.202125, UN201510170453 , A-TB-2015-56635 , 道路散落物 
23.21534,120.277458, UN201510170487 , A-TB-2015-56639 , 妨礙安寧 
23.028021,120.222647, UN201510180760 , A-TB-2015-56788 , 道路散落物 
22.957437,120.2254216, UN201510180798 , A-TB-2015-56821 , 環境髒亂 
23.0515107,120.1897126, UN201510190293 , A-TB-2015-57068 , 場所連續噪音 
23.162994,120.19167, UN201510190341 , A-TB-2015-57115 , 大型廢棄物清運 
23.162994,120.19167, UN201510190344 , 同A-TB-2015-57115 併案 , 大型廢棄物清運 
22.9971898,120.1715819, UN201510200237 , A-TB-2015-57261 , 其他汙染舉發 
23.0473265,120.2777448, UN201510200245 , A-TB-2015-57267 , 環境髒亂 
23.0236302,120.2181546, UN201510200397 , A-TB-2015-57346 , 路面油漬 
23.302508,120.313332, UN201510210223 , A-TB-2015-57470 , 其他汙染舉發 
22.9730194,120.2448847, UN201510210369 , A-TB-2015-57543 , 道路散落物 
23.264639,120.2766215, UN201510220002 , A-TB-2015-57545 , 道路散落物 
23.0127151,120.2194267, UN201510220016 , A-TB-2015-57554 , 道路散落物 
22.9912525,120.1955972, UN201510220032 , A-TB-2015-57558 , 環境髒亂 
22.9898779,120.1912072, UN201510220338 , A-TB-2015-57755 , 其他汙染舉發 
22.9922212,120.1853137, UN201510230135 , A-TB-2015-57864 , 環境髒亂 
22.980814,120.245415, UN201510230174 , A-TB-2015-57898 , 市區道路路面油漬 
23.1982472,120.3075124, UN201510230309 , A-TB-2015-57990 , 環境髒亂 
