緯度,經度,案件編號,立案案號,事項
23.0455954,120.2223479, UN201608290173 , A-TB-2016-56979 , 其他汙染舉發 
23.0065424,120.2256254, UN201608300011 , A-TB-2016-57178 , 環境髒亂 
22.9658713,120.215581, UN201608300021 , A-TB-2016-57203 , 環境髒亂 
24.1283204,120.6929492, UN201608300293 , A-TB-2016-57381 , 環境髒亂 
23.0103509,120.2223695, UN201608310051 , A-TB-2016-57453 , 
23.0027808,120.1576527, UN201608310194 , A-TB-2016-57540 , 環境髒亂 
22.9776303,120.2199924, UN201608310328 , A-TB-2016-57651 , 其他汙染舉發 
23.0064377,120.1861744, UN201608310355 , A-TB-2016-57673 , 市區道路路面油漬 
22.999666,120.197668, UN201609010138 , A-TB-2016-57788 , 環境髒亂 
22.9962418,120.1758139, UN201609010145 , A-TB-2016-57796 , 環境髒亂 
23.0751372,120.1593972, UN201609010365 , A-TB-2016-57934 , 其他汙染舉發 
23.0106402,120.2350928, UN201609020016 , A-TB-2016-57977 , 其他汙染舉發 
23.1930713,120.2684501, UN201609020059 , A-TB-2016-58010 , 環境髒亂 
23.0430216,120.2128016, UN201609020145 , A-TB-2016-58075 , 道路散落物 
23.1365793,120.2300688, UN201609020181 , A-TB-2016-58088 , 道路散落物 
23.1836734,120.2641225, UN201609020241 , A-TB-2016-58141 , 市區道路路面油漬 
24.1548308,120.6976052, UN201609030004 , A-TB-2016-58216 , 道路散落物 
22.9979323,120.2036599, UN201609030007 , A-TB-2016-58219 , 道路散落物 
23.0675068,120.290978, UN201609030127 , A-TB-2016-58300 , 小廣告旗幟 
23.0184926,120.2016831, UN201609030129 , 同A-TB-2016-58300 , 小廣告旗幟 
23.3018118,120.3177015, UN201609040001 , A-TB-2016-58473 , 道路散落物 
22.954388,120.2420273, UN201609040007 , A-TB-2016-58478 , 其他汙染舉發 
23.0238427,120.1734355, UN201609050011 , A-TB-2016-58682 , 道路散落物 
23.3080433,120.3004984, UN201609050023 , A-TB-2016-58697 , 道路散落物 
23.0077831,120.1271408, UN201609050091 , A-TB-2016-58813 , 道路散落物 
23.0482946,120.0962614, UN201609050128 , A-TB-2016-58756 , 環境髒亂 
23.0445561,120.2601253, UN201609050254 , A-TB-2016-58814 , 道路散落物 
23.0311575,120.2602613, UN201609050265 , A-TB-2016-58828 , 道路散落物 
23.0071119,120.1903425, UN201609050415 , A-TB-2016-58922 , 道路散落物 
22.9842819,120.2145245, UN201609060029 , 同A-TB-2016-58960 , 環境髒亂 
22.9885523,120.1822518, UN201609060032 , A-TB-2016-58963 , 道路散落物 
23.0181833,120.2543305, UN201609060565 , A-TB-2016-59281 , 道路散落物 
22.9887333,120.2606838, UN201609070118 , A-TB-2016-59368 , 市區道路路面油漬 
23.006667,120.1861492, UN201609070168 , A-TB-2016-59400 , 市區道路路面油漬 
23.1822433,120.1110004, UN201609080015 , A-TB-2016-59590 , 環境髒亂 
22.9896347,120.2089225, UN201609080081 , A-TB-2016-59631 , 道路散落物 
23.0478078,120.1786075, UN201609080128 , A-TB-2016-59676 , 其他汙染舉發 
23.011944,120.236741, UN201609080143 , A-TB-2016-59686 , 其他汙染舉發 
25.0446044,121.5168172, UN201609080264 , A-TB-2016-59765 , 環境髒亂 
23.0002328,120.1958183, UN201609080320 , A-TB-2016-59798 , 道路散落物 
23.0639886,120.1630074, UN201609080323 , A-TB-2016-59835 , 道路散落物 
23.0010561,120.1963449, UN201609080335 , A-TB-2016-59818 , 道路散落物 
23.0592129,120.2006975, UN201609080430 , A-TB-2016-59876 , 道路散落物 
23.021186,120.246536, UN201609080446 , A-TB-2016-59904 , 環境髒亂 
23.021186,120.246536, UN201609090030 , 併 A-TB-2016-59904 , 環境髒亂 
22.9589709,120.1837704, UN201609090213 , A-TB-2016-60058 , 道路散落物 
23.6824521,120.4813783, UN201609100024 , A-TB-2016-60420 , 道路散落物 
23.0135496,120.2035535, UN201609100065 ,8, 小廣告旗幟 
23.0135496,120.2035535, UN201609100067 , A-TB-2016-60332 , 小廣告旗幟 
23.0188123,120.2050647, UN201609100123 , A-TB-2016-60292 , 小廣告旗幟 
23.0295494,120.2516671, UN201609100168 , A-TB-2016-60417 , 道路散落物 
23.011392,120.228655, UN201609100187 , A-TB-2016-60405 , 道路散落物 
22.9628602,120.330598, UN201609110010 , A-TB-2016-60545 , 道路散落物 
22.9773114,120.1924326, UN201609110016 , A-TB-2016-60550 , 其他汙染舉發 
22.9957947,120.195552, UN201609110088 , A-TB-2016-60597 , 其他汙染舉發 
22.979572,120.21802, UN201609110089 , A-TB-2016-60598 , 道路散落物 
23.0191223,120.2413962, UN201609110195 , A-TB-2016-60721 , 市區道路路面油漬 
22.9868049,120.2172336, UN201609120129 , A-TB-2016-60836 , 市區道路路面油漬 
22.9954826,120.177911, UN201609120229 , A-TB-2016-60907 , 道路散落物 
23.2681547,120.2953288, UN201609120322 , A-TB-2016-60971 , 其他汙染舉發 
22.9745556,120.2415201, UN201609130006 , A-TB-2016-61057 , 道路散落物 
22.9937249,120.157055, UN201609130024 , A-TB-2016-61070 , 環境髒亂 
23.011334,120.2064019, UN201609130097 , A-TB-2016-61109 , 其他汙染舉發 
23.0615431,120.1701825, UN201609130110 , A-TB-2016-61142 , 道路散落物 
23.0806541,120.1377882, UN201609130249 , A-TB-2016-61187 , 道路散落物 
23.0009211,120.1526897, UN201609130370 , A-TB-2016-61251 , 道路散落物 
22.9591117,120.3269897, UN201609130440 , A-TB-2016-61270 , 道路散落物 
22.9673544,120.2118387, UN201609140015 , A-TB-2016-61339 , 道路散落物 
23.0521138,120.2718177, UN201609140016 , A-TB-2016-61340 , 道路散落物 
22.9673932,120.205615, UN201609140113 , A-TB-2016-61350 , 道路散落物 
22.9761938,120.2009572, UN201609140316 , A-TB-2016-61405 , 道路散落物 
23.0005795,120.1867069, UN201609140317 , A-TB-2016-61422 , 其他汙染舉發 
23.0030513,120.1971335, UN201609140324 , A-TB-2016-61424 , 道路散落物 
22.9945273,120.1835317, UN201609140346 , A-TB-2016-61816 , 道路散落物 
22.9906494,120.2479686, UN201609140406 , A-TB-2016-61539 , 道路散落物 
23.0264847,120.2587006, UN201609140561 , A-TB-2016-61573 , 道路散落物 
23.0043163,120.220816, UN201609140607 , A-TB-2016-61586 , 道路散落物 
22.9926168,120.2154402, UN201609140656 , A-TB-2016-61594 , 道路散落物 
22.972597,120.176703, UN201609140999 , A-TB-2016-61677 , 其他汙染舉發 
22.994508,120.196811, UN201609150110 , A-TB-2016-61907 , 環境髒亂 
23.0003368,120.1624098, UN201609150164 , A-TB-2016-61982 , 道路散落物 
22.979465,120.2223922, UN201609150355 , A-TB-2016-62036 , 道路散落物 
22.9899719,120.1858481, UN201609150487 , A-TB-2016-62104 , 市區道路路面油漬 
22.9899426,120.1780655, UN201609150532 , A-TB-2016-62151 , 道路散落物 
23.0012714,120.2465263, UN201609150630 , A-TB-2016-62195 , 其他汙染舉發 
22.9995743,120.1980396, UN201609160751 , A-TB-2016-62396 , 環境髒亂 
22.9964656,120.1928657, UN201609160811 , A-TB-2016-62344 , 道路散落物 
23.299187,120.3133131, UN201609160905 , A-TB-2016-62319 , 道路散落物 
23.0420872,120.2098614, UN201609170153 , A-TB-2016-62607 , 環境髒亂 
23.0034372,120.1938008, UN201609170326 , A-TB-2016-62761 , 環境髒亂 
23.214649,120.135993, UN201609170379 , A-TB-2016-62727 , 道路散落物 
22.990087,120.1782411, UN201609180023 , A-TB-2016-62816 , 道路散落物 
23.0114343,120.2262485, UN201609180073 , A-TB-2016-62839 , 環境髒亂 
23.0024205,120.2475259, UN201609180076 , A-TB-2016-62848 , 道路散落物 
22.9988386,120.2031968, UN201609180087 , A-TB-2016-62844 , 道路散落物 
22.9951214,120.1506563, UN201609190011 , A-TB-2016-63013 , 道路散落物 
23.0380528,120.2254485, UN201609190016 , A-TB-2016-63019 , 道路散落物 
23.0338112,120.2547691, UN201609190024 , A-TB-2016-63027 , 環境髒亂 
22.99568,120.2057441, UN201609190305 , A-TB-2016-63182 , 其他汙染舉發 
23.0093762,120.2710161, UN201609190322 , A-TB-2016-63192 , 道路散落物 
23.0511583,120.2683826, UN201609200109 , A-TB-2016-63449 , 道路散落物 
23.0024408,120.1654719, UN201609200131 , A-TB-2016-63444 , 環境髒亂 
23.0079381,120.2031639, UN201609200157 , A-TB-2016-63452 , 環境髒亂 
22.9897025,120.2247317, UN201609200276 , A-TB-2016-63522 , 大型廢棄物清運 
23.306226,120.2950006, UN201609200382 , A-TB-2016-63601 , 道路散落物 
23.0150316,120.2098848, UN201609210004 , A-TB-2016-63617 , 道路散落物 
23.0205629,120.2156552, UN201609210041 , A-TB-2016-63640 , 環境髒亂 
23.126001,120.2944464, UN201609210051 , A-TB-2016-63646 , 道路散落物 
23.330827,120.317657, UN201609210486 , A-TB-2016-63926 , 道路散落物 
22.9901985,120.2274572, UN201609220050 , A-TB-2016-63988 , 道路散落物 
22.990429,120.227375, UN201609220051 , A-TB-2016-63992 , 道路散落物 
23.0691298,120.1304735, UN201609220165 , A-TB-2016-64052 , 道路散落物 
22.9787625,120.2440059, UN201609220328 , A-TB-2016-64170 , 環境髒亂 
23.0126332,120.2361038, UN201609230003 , A-TB-2016-64283 , 市區道路路面油漬 
23.04911,120.2744519, UN201609230358 , A-TB-2016-64526 , 道路散落物 
22.9901592,120.1470983, UN201609240286 , A-TB-2016-64783 , 環境髒亂 
22.99024,120.192721, UN201609240359 , A-TB-2016-64747 , 道路散落物 
23.0188123,120.2050647, UN201609240423 , A-TB-2016-64883 , 小廣告旗幟 
22.9749128,120.2007721, UN201609250154 , A-TB-2016-64992 , 其他汙染舉發 
22.9964031,120.2122183, UN201609250161 , A-TB-2016-65020 , 環境髒亂 
23.166552,120.1795198, UN201609250231 , A-TB-2016-65077 , 道路散落物 
23.1668209,120.1794658, UN201609250242 , A-TB-2016-65089 , 道路散落物 
23.7042121,120.541906, UN201609250270 , 併案A-TB-2016-65077 , 道路散落物 
23.1668209,120.1794658, UN201609250271 , 同案件A-TB-2016-65089 , 道路散落物 
22.999936,120.195551, UN201609260003 , A-TB-2016-65133 , 道路散落物 
23.0204054,120.2080257, UN201609260380 , A-TB-2016-65369 , 環境髒亂 
23.015949,120.213939, UN201609260612 , A-TB-2016-65451 , 道路散落物 
22.9624437,120.2172513, UN201609270064 , A-TB-2016-65483 , 道路散落物 
22.9571293,120.2593448, UN201609270412 , A-TB-2016-65564 , 市區道路路面油漬 
23.0190561,120.1342569, UN201609290036 , A-TB-2016-66655 , 環境髒亂 
23.1132049,120.3383804, UN201609290152 , A-TB-2016-66671 , 其他汙染舉發 
22.9660485,120.2159262, UN201609290259 , A-TB-2016-66651 , 道路散落物 
23.338062,120.5054566, UN201609290474 , A-TB-2016-66783 , 市區道路路面油漬 
22.988587,120.223892, UN201609290483 , A-TB-2016-66791 , 道路散落物 
22.9965416,120.1815987, UN201609290806 , A-TB-2016-67031 , 大型廢棄物清運 
23.139088,120.129907, UN201609290880 , A-TB-2016-67066 , 其他汙染舉發 
23.05453,120.236349, UN201609300920 , A-TB-2016-67151 , 道路散落物 
23.0309145,120.2518329, UN201609300922 , A-TB-2016-67153 , 環境髒亂 
22.970889,120.229049, UN201610010040 , A-TB-2016-67596 , 其他汙染舉發 
23.0349916,120.1890076, UN201610010193 , A-TB-2016-67692 , 道路散落物 
23.0667329,120.2236047, UN201610010259 , A-TB-2016-67736 , 其他汙染舉發 
23.0139243,120.2429295, UN201610010277 , A-TB-2016-67746 , 道路散落物 
23.0362491,120.1843486, UN201610020012 , A-TB-2016-67899 , 道路散落物 
22.999056,120.239871, UN201610020025 , A-TB-2016-67911 , 道路散落物 
23.308961,120.317796, UN201610020037 , A-TB-2016-67915 , 環境髒亂 
23.0667329,120.2236047, UN201610020204 , A-TB-2016-68012 , 其他汙染舉發 
22.9675602,120.1955113, UN201610020392 , A-TB-2016-68159 , 道路散落物 
22.98355,120.2105284, UN201610020414 , A-TB-2016-68176 , 道路散落物 
23.1802283,120.232868, UN201610030042 , A-TB-2016-68256 , 道路散落物 
23.00018,120.227743, UN201610030066 , A-TB-2016-68259 , 環境髒亂 
22.9721878,120.2469402, UN201610030117 , A-TB-2016-68307 , 道路散落物 
23.308961,120.317796, UN201610030338 , A-TB-2016-68457 , 環境髒亂 
22.9842819,120.2145245, UN201610030493 , A-TB-2016-68623 , 環境髒亂 
22.9739628,120.1896279, UN201610030584 , A-TB-2016-68662 , 其他汙染舉發 
22.9994726,120.2117406, UN201610050009 , A-TB-2016-69080 , 環境髒亂 
23.0488383,120.2413314, UN201610050120 , A-TB-2016-69143 , 道路散落物 
23.143142,120.142346, UN201610050154 , A-TB-2016-69156 , 其他汙染舉發 
24.1283204,120.6929492, UN201610050407 , A-TB-2016-69359 , 其他汙染舉發 
23.303964,120.30269, UN201610060006 , A-TB-2016-69398 , 道路散落物 
23.133889,120.2975729, UN201610060071 , A-TB-2016-69433 , 環境髒亂 
22.9977276,120.2119313, UN201610060112 , A-TB-2016-69526 , 小廣告旗幟 
23.058852,120.154343, UN201610060420 , A-TB-2016-69666 , 道路散落物 
22.9923283,120.2075076, UN201610060462 , A-TB-2016-69714 , 其他汙染舉發 
23.2785471,120.1300919, UN201610070257 , A-TB-2016-69893 , 環境髒亂 
23.0325214,120.190087, UN201610070422 , A-TB-2016-70005 , 道路散落物 
22.9993668,120.1830523, UN201610080013 , A-TB-2016-70070 , 小廣告旗幟 
23.2785471,120.1300919, UN201610080132 , 併A-TB-2016-69893 , 環境髒亂 
22.9679893,120.2156325, UN201610080188 , A-TB-2016-70190 , 其他汙染舉發 
22.9633747,120.2529741, UN201610080189 , A-TB-2016-70169 , 環境髒亂 
23.0086533,120.2404603, UN201610080342 , A-TB-2016-70259 , 其他汙染舉發 
22.967786,120.190499, UN201610090224 , A-TB-2016-70478 , 其他汙染舉發 
22.998359,120.258151, UN201610090263 , A-TB-2016-70538 , 市區道路路面油漬 
23.2316368,120.2621472, UN201610100061 , A-TB-2016-70586 , 其他汙染舉發 
22.9846216,120.1718718, UN201610100254 , A-TB-2016-70740 , 環境髒亂 
23.0682369,120.2865541, UN201610100347 , A-TB-2016-70818 , 道路散落物 
23.0055235,120.2149067, UN201610110059 , A-TB-2016-70867 , 其他汙染舉發 
23.0018144,120.2895741, UN201610110104 , A-TB-2016-70919 , 其他汙染舉發 
23.000997,120.161072, UN201610110296 , A-TB-2016-71039 , 環境髒亂 
22.96964,120.210851, UN201610110383 , A-TB-2016-71106 , 環境髒亂 
22.9989324,120.2123111, UN201610110433 , A-TB-2016-71159 , 道路散落物 
23.00203,120.1601952, UN201610110453 , A-TB-2016-71164 , 環境髒亂 
23.0681415,120.1934458, UN201610110474 , A-TB-2016-71184 , 道路散落物 
25.016651,121.461078, UN201610120119 , A-TB-2016-71273 , 其他汙染舉發 
22.9899586,120.1878112, UN201610120400 , A-TB-2016-71496 , 道路散落物 
23.0095498,120.203704, UN201610130222 , A-TB-2016-71688 , 環境髒亂 
22.905521,120.2495136, UN201610130230 , A-TB-2016-71683 , 其他汙染舉發 
23.0168633,120.2441071, UN201610130256 , A-TB-2016-71741 , 其他汙染舉發 
23.2929145,120.2431537, UN201610130441 , A-TB-2016-71838 , 道路散落物 
22.9291326,120.2446819, UN201610130445 , A-TB-2016-71844 , 市區道路路面油漬 
22.9842614,120.215221, UN201610140048 , A-TB-2016-71870 , 環境髒亂 
22.9842819,120.2145245, UN201610140053 , 併 A-TB-2016-71870 , 環境髒亂 
22.9920405,120.2215323, UN201610140189 , A-TB-2016-71981 , 市區道路路面油漬 
23.0063666,120.2341054, UN201610140413 , A-TB-2016-72121 , 環境髒亂 
24.775176,121.007351, UN201610150008 , A-TB-2016-72180 , 道路散落物 
23.0188123,120.2050647, UN201610150056 , A-TB-2016-72208 , 小廣告旗幟 
23.0416419,120.2327336, UN201610150241 , A-TB-2016-72339 , 環境髒亂 
23.0102464,120.2162333, UN201610150371 , A-TB-2016-72417 , 其他汙染舉發 
23.0246498,120.262134, UN201610160048 , A-TB-2016-72485 , 市區道路路面油漬 
22.9963258,120.2143286, UN201610160102 , A-TB-2016-72528 , 其他汙染舉發 
22.9930323,120.1750816, UN201610170032 , A-TB-2016-72681 , 其他汙染舉發 
25.1593061,121.4558888, UN201610170057 , A-TB-2016-72700 , 環境髒亂 
23.130217,120.443547, UN201610170166 , A-TB-2016-72788 , 道路散落物 
22.9943942,120.1701708, UN201610170226 , A-TB-2016-72837 , 環境髒亂 
23.0304822,120.2353168, UN201610180013 , A-TB-2016-72994 , 道路散落物 
22.9752768,120.1863908, UN201610180045 , A-TB-2016-73013 , 大型廢棄物清運 
23.0422865,120.2422089, UN201610180053 , A-TB-2016-73027 , 環境髒亂 
23.0106332,120.2248555, UN201610180069 , A-TB-2016-73041 , 道路散落物 
22.9658713,120.215581, UN201610180180 , A-TB-2016-73103 , 環境髒亂 
22.9914558,120.2758411, UN201610180208 , A-TB-2016-73212 , 其他汙染舉發 
23.0127478,120.2633382, UN201610180291 , A-TB-2016-73170 , 環境髒亂 
23.039131,120.211265, UN201610180384 , A-TB-2016-73250 , 道路散落物 
22.947526,120.2199125, UN201610180391 , A-TB-2016-73254 , 道路散落物 
23.1586798,120.1786473, UN201610190030 , A-TB-2016-73290 , 其他汙染舉發 
23.0747708,120.2743256, UN201610190032 , A-TB-2016-73313 , 道路散落物 
23.1999368,120.332303, UN201610190064 , A-TB-2016-73355 , 其他汙染舉發 
23.0127183,120.2301723, UN201610190178 , A-TB-2016-73400 , 道路散落物 
22.994034,120.193417, UN201610190413 , A-TB-2016-73590 , 市區道路路面油漬 
23.0058272,120.2690964, UN201610200015 , A-TB-2016-73620 , 其他汙染舉發 
23.012852,120.1936401, UN201610200333 , 併 A-TB-2016-73851 , 環境髒亂 
22.9970825,120.2342955, UN201610200466 , A-TB-2016-73934 , 道路散落物 
22.967751,120.2156507, UN201610210035 , A-TB-2016-73979 , 其他汙染舉發 
23.0150889,120.2205824, UN201610210064 , A-TB-2016-74016 , 環境髒亂 
22.991793,120.1971827, UN201610210211 , A-TB-2016-74099 , 環境髒亂 
23.204415,120.199753, UN201610210235 , A-TB-2016-74123 , 其他汙染舉發 
23.036644,120.1469784, UN201610210240 , A-TB-2016-74124 , 環境髒亂 
23.0281042,120.4728073, UN201610210353 , A-TB-2016-74253 , 道路散落物 
23.1219137,120.2373331, UN201610210404 , A-TB-2016-74225 , 道路散落物 
22.9637053,120.3320195, UN201610210432 , A-TB-2016-74249 , 道路散落物 
22.9909607,120.17116, UN201610220067 , A-TB-2016-74304 , 道路散落物 
22.9898871,120.1714197, UN201610220083 , A-TB-2016-74333 , 道路散落物 
24.144269,120.6805088, UN201610220121 , A-TB-2016-74353 , 大型廢棄物清運 
23.0284789,120.2602296, UN201610230023 , A-TB-2016-74509 , 其他汙染舉發 
23.0443698,120.282654, UN201610230057 , A-TB-2016-74530 , 其他汙染舉發 
23.0181383,120.1932046, UN201610230181 , A-TB-2016-74602 , 道路散落物 
22.9997074,120.1636928, UN201610240009 , A-TB-2016-74713 , 道路散落物 
23.0543435,120.1395788, UN201610240278 , A-TB-2016-74908 , 道路散落物 
23.104207,120.290379, UN201610250041 , A-TB-2016-75005 , 道路散落物 
22.9952511,120.2182157, UN201610250309 , A-TB-2016-75197 , 環境髒亂 
25.0564722,121.4938811, UN201610250369 , A-TB-2016-75231 , 小廣告旗幟 
23.0357108,120.2278142, UN201610250374 , A-TB-2016-75229 , 小廣告旗幟 
29.4556247,106.5428704, UN201610260239 , A-TB-2016-75472 , 道路散落物 
23.0216846,120.2588174, UN201610270209 , A-TB-2016-75768 , 環境髒亂 
22.9940092,120.2094811, UN201610270241 , A-TB-2016-75801 , 市區道路路面油漬 
23.0210851,120.2019911, UN201610270313 , A-TB-2016-75859 , 小廣告旗幟 
