緯度,經度,案件編號,立案案號
23.0002468,120.1982456, UN201607200849 , A-TB-2016-47436 
23.3212863,120.2691568, UN201607200859 , A-TB-2016-47457 
23.0088647,120.1913843, UN201607210001 , A-TB-2016-47458 
22.9863766,120.2310936, UN201607210009 , A-TB-2016-47463 
22.9945211,120.1794473, UN201607210011 , A-TB-2016-47462 
23.1052246,120.2787551, UN201607210029 , A-TB-2016-47475 
22.9721853,120.2158592, UN201607210049 , A-TB-2016-47486 
22.9919034,120.2087051, UN201607210054 , A-TB-2016-47490 
22.9929761,120.2105437, UN201607210060 , A-TB-2016-47492 
22.9252664,120.2849795, UN201607210062 , A-TB-2016-47494 
22.9889464,120.205677, UN201607210073 , A-TB-2016-47505 
22.9919771,120.2044915, UN201607210075 , 併A-TB-2016-47506 
22.9919771,120.2044915, UN201607210076 , A-TB-2016-47506 
22.9889464,120.205677, UN201607210078 , 併A-TB-2016-47505 
22.9918989,120.2270968, UN201607210099 , A-TB-2016-47525 
23.0392063,120.2373867, UN201607210100 , A-TB-2016-47522 
22.9681027,120.1900467, UN201607210107 , A-TB-2016-47521 
23.0041241,120.178342, UN201607210117 , A-TB-2016-47530 
22.9952058,120.2097062, UN201607210132 , A-TB-2016-47536 
22.9843573,120.1734174, UN201607210133 , A-TB-2016-47535 
22.9948927,120.221625, UN201607210136 , A-TB-2016-47541 
22.9950487,120.2081429, UN201607210138 , A-TB-2016-47544 
23.0041241,120.178342, UN201607210140 , A-TB-2016-47543 
22.9829991,120.1952445, UN201607210141 , A-TB-2016-47545 
22.9941569,120.209542, UN201607210148 , A-TB-2016-47548 
22.99568,120.2057441, UN201607210149 , A-TB-2016-47549 
22.9798773,120.2128223, UN201607210150 , A-TB-2016-47550 
22.972408,120.220763, UN201607210153 , A-TB-2016-47553 
22.992112,120.2127072, UN201607210157 , 同A-TB-2016-47554 併案 
22.9888703,120.2072319, UN201607210159 , A-TB-2016-47557 
22.998719,120.235215, UN201607210166 , A-TB-2016-47563 
22.9936832,120.2218173, UN201607210169 , A-TB-2016-47562 
22.9921001,120.2217595, UN201607210170 , 同A-TB-2016-47562 
22.9921001,120.2217595, UN201607210173 , 同A-TB-2016-47562 
22.9903774,120.2104183, UN201607210185 , A-TB-2016-47578 
23.0036845,120.2355079, UN201607210186 , A-TB-2016-47571 
22.9919699,120.2086419, UN201607210187 , A-TB-2016-47577 
22.994815,120.204055, UN201607210188 , A-TB-2016-47576 
22.9904179,120.2085748, UN201607210191 , A-TB-2016-47574 
22.9839807,120.19585, UN201607210200 , A-TB-2016-47579 
22.9974301,120.1954156, UN201607210210 , A-TB-2016-47585 
22.9921059,120.2104176, UN201607210211 , A-TB-2016-47584 
22.9743809,120.195244, UN201607210216 , A-TB-2016-47590 
23.025259,120.191629, UN201607210228 , A-TB-2016-47594 
22.9936769,120.2093333, UN201607210234 , A-TB-2016-47604 
22.9796882,120.2128829, UN201607210247 , A-TB-2016-47616 
22.9957821,120.2103534, UN201607210256 , A-TB-2016-47619 
23.0078422,120.2462868, UN201607210258 , A-TB-2016-47621 
22.9822265,120.2279926, UN201607210261 , A-TB-2016-47624 
22.99568,120.2057441, UN201607210264 , A-TB-2016-47627 
22.9952058,120.2097062, UN201607210270 , A-TB-2016-47631 
23.309787,120.2963088, UN201607210273 , A-TB-2016-47634 
23.0157262,120.2295414, UN201607210282 , A-TB-2016-47635 
22.997432,120.234166, UN201607210290 , A-TB-2016-47643 
22.9983892,120.2347661, UN201607210291 , A-TB-2016-47645 
22.9932289,120.2340371, UN201607210301 , A-TB-2016-47647 
22.9957713,120.1757782, UN201607210305 , A-TB-2016-47651 
22.9945453,120.2088953, UN201607210315 , A-TB-2016-47656 
22.9921059,120.2104176, UN201607210316 , A-TB-2016-47655 
22.9901221,120.22073, UN201607210320 , A-TB-2016-47660 
22.9853163,120.2059548, UN201607210321 , A-TB-2016-47661 
23.0053904,120.2189543, UN201607210323 , A-TB-2016-47667 
23.0157673,120.2291274, UN201607210329 , A-TB-2016-47664 
23.0085087,120.2281013, UN201607210331 , A-TB-2016-47669 
23.0251831,120.2602547, UN201607210332 , A-TB-2016-47671 
22.992827,120.2266018, UN201607210335 , A-TB-2016-47672 
22.9750492,120.1937977, UN201607210340 , A-TB-2016-47679 
22.9536453,120.2281511, UN201607210353 , A-TB-2016-47683 
22.997136,120.199775, UN201607210354 , A-TB-2016-47687 
22.9949194,120.2086246, UN201607210364 , A-TB-2016-47696 
23.0047286,120.2054571, UN201607210384 , A-TB-2016-47707 
22.9947548,120.2080961, UN201607210389 , A-TB-2016-47702 
22.9977452,120.2123819, UN201607210393 , A-TB-2016-47713 
23.0268622,120.205247, UN201607210396 , A-TB-2016-47711 
23.1650324,120.1787368, UN201607220002 , A-TB-2016-47795 
23.1655994,120.1793682, UN201607220004 , A-TB-2016-47803 
23.0080127,120.2317258, UN201607220014 , A-TB-2016-47718 
23.0038411,120.232223, UN201607220016 , A-TB-2016-47719 
23.0103779,120.2296525, UN201607220017 , A-TB-2016-47720 
22.9990968,120.2312608, UN201607220019 , A-TB-2016-47723 
22.9633271,120.2521024, UN201607220025 , A-TB-2016-47728 
22.9932289,120.2340371, UN201607220027 , A-TB-2016-47729 
22.9813255,120.2056495, UN201607220030 , A-TB-2016-47731 
23.0208489,120.2220047, UN201607220034 , A-TB-2016-47734 
22.9839429,120.1737356, UN201607220045 , A-TB-2016-47777 
22.988228,120.190372, UN201607220060 , A-TB-2016-47740 
23.0346768,120.2631096, UN201607220062 , A-TB-2016-47744 
22.9881201,120.190804, UN201607220063 , A-TB-2016-47743 
23.0271791,120.2601209, UN201607220086 , A-TB-2016-47747 
22.9901221,120.22073, UN201607220089 , A-TB-2016-47759 
22.9921059,120.2104176, UN201607220090 , A-TB-2016-47760 
22.9913749,120.2097477, UN201607220092 , A-TB-2016-47752 
22.9934069,120.2085227, UN201607220112 , A-TB-2016-47785 
22.9935992,120.2062886, UN201607220115 , A-TB-2016-47787 
23.0025274,120.1956666, UN201607220124 , A-TB-2016-47790 
22.9886804,120.221095, UN201607220129 , A-TB-2016-47792 
22.9930876,120.2091515, UN201607220142 , A-TB-2016-47794 
22.9950487,120.2081429, UN201607220165 , A-TB-2016-47786 
23.0181665,120.2120557, UN201607220168 , A-TB-2016-47788 
22.9980841,120.200109, UN201607220169 , A-TB-2016-47789 
22.9958874,120.1757494, UN201607220175 , A-TB-2016-47793 
22.9919699,120.2086419, UN201607220187 , A-TB-2016-47802 
22.9884594,120.2080528, UN201607220188 , A-TB-2016-47805 
22.99568,120.2057441, UN201607220189 , A-TB-2016-47808 
22.9891251,120.192, UN201607220192 , A-TB-2016-47859 
22.9904179,120.2085748, UN201607220195 , A-TB-2016-47811 
22.9957713,120.1757782, UN201607220200 , A-TB-2016-47812 
23.3058204,120.2953442, UN201607220203 , A-TB-2016-47830 
23.3058204,120.2953442, UN201607220204 , 同案件A-TB-2016-47830 
22.9985471,120.200283, UN201607220205 , A-TB-2016-47831 
23.1630199,120.176861, UN201607220209 , A-TB-2016-47833 
23.0074423,120.2310894, UN201607220210 , A-TB-2016-47835 
22.9943459,120.1971551, UN201607220219 , A-TB-2016-47814 
23.0286483,120.2141917, UN201607220223 , A-TB-2016-47821 
23.0099702,120.193633, UN201607220239 , A-TB-2016-47838 
22.999704,120.2346952, UN201607220259 , A-TB-2016-47860 
22.991467,120.226689, UN201607220262 , A-TB-2016-47863 
22.9974301,120.1954156, UN201607220265 , A-TB-2016-47868 
22.9919699,120.2086419, UN201607220266 , A-TB-2016-47869 
22.9759321,120.2374629, UN201607220270 , A-TB-2016-47872 
22.9932599,120.1968583, UN201607220274 , A-TB-2016-47880 
22.9971063,120.1760662, UN201607220277 , A-TB-2016-47878 
22.925017,120.2857399, UN201607220281 , A-TB-2016-47887 
22.981183,120.229685, UN201607220297 , A-TB-2016-47896 
22.9946007,120.2063859, UN201607220316 , A-TB-2016-47908 
23.00451,120.2189761, UN201607220319 , A-TB-2016-47911 
22.9963236,120.2169355, UN201607220320 , A-TB-2016-47909 
22.9918551,120.2113872, UN201607220327 , A-TB-2016-47916 
22.9758623,120.2249901, UN201607220334 , A-TB-2016-47922 
23.034081,120.254603, UN201607220335 , A-TB-2016-47924 
23.0272383,120.1910873, UN201607220336 , A-TB-2016-47932 
22.99568,120.2057441, UN201607220337 , A-TB-2016-47934 
22.9947548,120.2080961, UN201607220340 , A-TB-2016-47927 
22.9746636,120.2231093, UN201607220343 , A-TB-2016-47926 
22.981392,120.229995, UN201607220344 , A-TB-2016-47929 
23.0005847,120.2354001, UN201607220348 , A-TB-2016-47933 
22.9945453,120.2088953, UN201607220353 , A-TB-2016-47939 
23.0308764,120.2508469, UN201607220354 , A-TB-2016-47939 
22.9929761,120.2105437, UN201607220357 , A-TB-2016-47941 
22.9891301,120.238611, UN201607220362 , A-TB-2016-47948 
23.2316368,120.2621472, UN201607220363 , A-TB-2016-47946 
22.9925938,120.2129873, UN201607220364 , A-TB-2016-47947 
22.9954643,120.2178774, UN201607220367 , A-TB-2016-47953 
22.995711,120.21047, UN201607220370 , A-TB-2016-47954 
22.9799857,120.2099332, UN201607220376 , A-TB-2016-47959 
22.9799857,120.2099332, UN201607220377 , 同A-TB-2016-47959 併案 
22.9799857,120.2099332, UN201607220380 ,0
23.1269119,120.2990536, UN201607220385 , A-TB-2016-47966 
22.9862967,120.1952111, UN201607220388 , A-TB-2016-47963 
23.0255401,120.260141, UN201607220389 , A-TB-2016-47972 
22.9828959,120.2112892, UN201607220390 , A-TB-2016-47970 
23.0307065,120.2512589, UN201607220403 , A-TB-2016-47975 
22.9941969,120.2096134, UN201607220405 , A-TB-2016-47977 
22.9944261,120.2107642, UN201607220406 , A-TB-2016-47978 
22.9902173,120.1967642, UN201607220409 , A-TB-2016-47979 
22.9930746,120.1965208, UN201607220416 , A-TB-2016-47989 
23.3070861,120.3147868, UN201607220422 , A-TB-2016-47988 
23.0409144,120.237117, UN201607220428 , A-TB-2016-47996 
22.9849508,120.2113797, UN201607220432 , A-TB-2016-48004 
22.9813649,120.2121537, UN201607220434 , A-TB-2016-48005 
22.9955278,120.1962359, UN201607220435 , A-TB-2016-48001 
22.973951,120.2146863, UN201607220436 , A-TB-2016-48006 
22.99749,120.187919, UN201607220439 , A-TB-2016-48007 
22.9952591,120.1972326, UN201607220440 , A-TB-2016-48008 
22.9953027,120.1971189, UN201607220441 , A-TB-2016-48000 
22.9884453,120.2340608, UN201607220442 , A-TB-2016-48003 
22.99749,120.187919, UN201607220444 , A-TB-2016-48009 
22.9931888,120.2090884, UN201607220450 , A-TB-2016-48013 
23.0181206,120.2155157, UN201607230017 , A-TB-2016-48032 
22.9901221,120.22073, UN201607230019 , A-TB-2016-48035 
22.9919699,120.2086419, UN201607230020 , A-TB-2016-48034 
22.9920332,120.2105536, UN201607230021 , A-TB-2016-48033 
22.9676425,120.1942516, UN201607230025 , A-TB-2016-48038 
23.008515,120.2079953, UN201607230032 , A-TB-2016-48037 
22.9920332,120.2105536, UN201607230037 , A-TB-2016-48041 
22.9888462,120.2078995, UN201607230038 , A-TB-2016-48042 
22.9909969,120.2085327, UN201607230040 , A-TB-2016-48043 
23.0418731,120.230454, UN201607230043 , A-TB-2016-48047 
22.9853126,120.2256356, UN201607230045 , A-TB-2016-48049 
23.0158279,120.2279886, UN201607230066 , A-TB-2016-48055 
22.9913556,120.213055, UN201607230068 , A-TB-2016-48057 
22.9931329,120.2099139, UN201607230077 , A-TB-2016-48064 
22.983912,120.23205, UN201607230082 , A-TB-2016-48078 
23.1313169,120.2938113, UN201607230087 , A-TB-2016-48070 
22.9963258,120.2143286, UN201607230088 , A-TB-2016-48071 
22.9929933,120.2294896, UN201607230096 , A-TB-2016-48079 
22.9906348,120.1688476, UN201607230101 , A-TB-2016-48074 
22.9926436,120.1877808, UN201607230104 , A-TB-2016-48075 
22.9926436,120.1877808, UN201607230109 , A-TB-2016-48080 
22.9907237,120.2103343, UN201607230114 , A-TB-2016-48082 
23.0107212,120.1849199, UN201607230115 , A-TB-2016-48084 
22.9884453,120.2340608, UN201607230117 , A-TB-2016-48099 
23.0474372,120.1817663, UN201607230119 , A-TB-2016-48090 
22.973175,120.221577, UN201607230131 , A-TB-2016-48100 
22.9952058,120.2097062, UN201607230132 , A-TB-2016-48093 
22.99568,120.2057441, UN201607230133 , A-TB-2016-48091 
22.9841974,120.1999418, UN201607230134 , A-TB-2016-48094 
22.9957821,120.2103534, UN201607230137 , A-TB-2016-48095 
22.9714861,120.1849314, UN201607230139 , A-TB-2016-48101 
22.9721984,120.2158158, UN201607230140 , A-TB-2016-48097 
23.0027597,120.1613429, UN201607230144 , A-TB-2016-48106 
22.9974448,120.1949894, UN201607230146 , A-TB-2016-48111 
22.9209971,120.2253459, UN201607230149 , A-TB-2016-48107 
23.0487919,120.1767051, UN201607230151 , A-TB-2016-48108 
23.0240235,120.1914425, UN201607230162 , A-TB-2016-48114 
22.9743154,120.2232687, UN201607230163 , A-TB-2016-48115 
22.9731127,120.2216777, UN201607230164 , A-TB-2016-48116 
23.0107232,120.2244481, UN201607230176 , A-TB-2016-48118 
22.9939955,120.2102206, UN201607230181 , A-TB-2016-48121 
22.9886148,120.2006278, UN201607230182 , A-TB-2016-48123 
22.9886148,120.2006278, UN201607230184 , 同A-TB-2016-48123 
22.961569,120.253197, UN201607230186 , A-TB-2016-48125 
22.9952058,120.2097062, UN201607230187 , A-TB-2016-48126 
22.9942658,120.1977049, UN201607230189 , A-TB-2016-48130 
23.029767,120.2135854, UN201607230190 , A-TB-2016-48128 
22.9250853,120.285896, UN201607230191 , A-TB-2016-48134 
22.9952058,120.2097062, UN201607230193 , A-TB-2016-48129 
22.9957713,120.1757782, UN201607230198 , A-TB-2016-48139 
22.9935971,120.207393, UN201607230200 , A-TB-2016-48138 
22.9834672,120.2056011, UN201607230201 , A-TB-2016-48140 
22.9920508,120.2106193, UN201607230210 , A-TB-2016-48211 
22.9919699,120.2086419, UN201607230211 , A-TB-2016-48145 
23.0530185,120.1719155, UN201607230227 , A-TB-2016-48153 
22.9985471,120.200283, UN201607230234 , A-TB-2016-48158 
22.9959198,120.1758784, UN201607230235 , A-TB-2016-48159 
23.0095533,120.2009623, UN201607230238 , A-TB-2016-48161 
22.9787831,120.194715, UN201607230242 , A-TB-2016-48162 
23.0038218,120.2196936, UN201607230246 , A-TB-2016-48171 
22.9929761,120.2105437, UN201607230257 , A-TB-2016-48179 
22.9901221,120.22073, UN201607230258 , A-TB-2016-48180 
22.9919699,120.2086419, UN201607230260 , A-TB-2016-48183 
22.994815,120.204055, UN201607230262 , A-TB-2016-48185 
22.9767417,120.22388, UN201607230266 , A-TB-2016-48187 
22.9767417,120.22388, UN201607230267 , A-TB-2016-48188 
23.0004892,120.1891043, UN201607230270 , A-TB-2016-48189 
22.974679,120.2231073, UN201607230272 , A-TB-2016-48191 
23.0137869,120.212501, UN201607230279 , A-TB-2016-48196 
22.9968325,120.1972877, UN201607230280 , A-TB-2016-48200 
23.3212863,120.2691568, UN201607230294 , A-TB-2016-48210 
23.0464571,120.2180418, UN201607230297 , A-TB-2016-48209 
22.9979061,120.197809, UN201607240005 , A-TB-2016-48212 
23.0051929,120.2006458, UN201607240006 , A-TB-2016-48213 
22.9977332,120.2036264, UN201607240014 , A-TB-2016-48220 
23.043114,120.256922, UN201607240016 , A-TB-2016-48221 
23.0115583,120.2276517, UN201607240021 , A-TB-2016-48223 
22.9920332,120.2105536, UN201607240031 , A-TB-2016-48226 
22.9919699,120.2086419, UN201607240036 , A-TB-2016-48235 
22.994815,120.204055, UN201607240037 , A-TB-2016-48234 
23.0044542,120.2372112, UN201607240038 , A-TB-2016-48233 
23.0395321,120.238789, UN201607240057 , A-TB-2016-48246 
22.9890449,120.2240482, UN201607240058 , A-TB-2016-48247 
22.9969748,120.197483, UN201607240064 , A-TB-2016-48251 
22.9929761,120.2105437, UN201607240066 , A-TB-2016-48252 
22.9864292,120.2164498, UN201607240073 , 同A-TB-2016-48258 
22.9864292,120.2164498, UN201607240075 , A-TB-2016-48258 
23.1595144,120.1724878, UN201607240085 , A-TB-2016-48263 
22.9681538,120.2293551, UN201607240091 , A-TB-2016-48276 
22.9864292,120.2164498, UN201607240095 , A-TB-2016-48267 
22.9864292,120.2164498, UN201607240098 , 同A-TB-2016-48267 
22.9751121,120.2183569, UN201607240103 , A-TB-2016-48277 
22.9929761,120.2105437, UN201607240111 , A-TB-2016-48284 
22.9946752,120.2085373, UN201607240112 , A-TB-2016-48285 
22.9849416,120.1899994, UN201607240113 , A-TB-2016-48286 
22.9703591,120.227391, UN201607240114 , A-TB-2016-48287 
22.9795949,120.212686, UN201607240120 , A-TB-2016-48292 
22.9896638,120.2010487, UN201607240121 , A-TB-2016-48293 
23.1650324,120.1787368, UN201607240122 , A-TB-2016-48294 
23.0069799,120.1863346, UN201607240125 , A-TB-2016-48295 
23.0109505,120.2235659, UN201607240127 , A-TB-2016-48296 
22.997478,120.2025433, UN201607240129 , A-TB-2016-48299 
22.9959021,120.2187063, UN201607240134 , A-TB-2016-48303 
23.0002787,120.2107103, UN201607240136 , A-TB-2016-48305 
23.0092826,120.2207117, UN201607240143 , A-TB-2016-48311 
22.9949194,120.2086246, UN201607240147 , A-TB-2016-48315 
22.9919699,120.2086419, UN201607240148 , A-TB-2016-48314 
22.994815,120.204055, UN201607240149 , A-TB-2016-48313 
23.0015093,120.1606244, UN201607240159 , A-TB-2016-48321 
22.9945938,120.2050379, UN201607240161 , A-TB-2016-48322 
22.9995946,120.1660555, UN201607240165 , A-TB-2016-48325 
22.9952058,120.2097062, UN201607240168 , A-TB-2016-48344 
22.97446,120.2168739, UN201607240171 , A-TB-2016-48326 
22.9590601,120.1921634, UN201607240173 , A-TB-2016-48347 
22.9930876,120.2091515, UN201607240176 , A-TB-2016-48350 
22.99568,120.2057441, UN201607240177 , A-TB-2016-48348 
22.9932613,120.2117242, UN201607240178 , A-TB-2016-48358 
22.99568,120.2057441, UN201607240182 , A-TB-2016-48331 
22.9932191,120.1866407, UN201607240186 , A-TB-2016-48333 
22.9876637,120.1778003, UN201607240188 , A-TB-2016-48335 
22.9876637,120.1778003, UN201607240191 , A-TB-2016-48336 
22.9918989,120.2270968, UN201607240203 , A-TB-2016-48345 
22.9984401,120.2283972, UN201607240204 , A-TB-2016-48349 
23.0006453,120.2222362, UN201607240205 , A-TB-2016-48352 
22.9923859,120.1890068, UN201607240206 , A-TB-2016-48351 
22.9973931,120.201385, UN201607240209 , A-TB-2016-48356 
22.9932117,120.2131577, UN201607240211 , A-TB-2016-48357 
23.0414331,120.2425, UN201607240216 , A-TB-2016-48362 
23.0013909,120.2106111, UN201607240223 , A-TB-2016-48364 
22.9901221,120.22073, UN201607240225 , A-TB-2016-48367 
23.0068856,120.2186281, UN201607240232 , A-TB-2016-48372 
22.9901221,120.22073, UN201607240242 , A-TB-2016-48381 
22.9853163,120.2059548, UN201607240243 , A-TB-2016-48382 
22.9948516,120.1797658, UN201607240245 , A-TB-2016-48384 
22.9459917,120.2559569, UN201607240248 , A-TB-2016-48386 
22.9459917,120.2559569, UN201607240249 , 併 A-TB-2016-48386 
22.99568,120.2057441, UN201607240254 , A-TB-2016-48389 
22.995597,120.1773154, UN201607240258 , A-TB-2016-48397 
22.9928615,120.2117818, UN201607240259 , A-TB-2016-48394 
23.3143174,120.3147613, UN201607240260 , A-TB-2016-48395 
22.9985619,120.1996459, UN201607240264 , A-TB-2016-48406 
23.0038218,120.2196936, UN201607240270 , A-TB-2016-48402 
22.998508,120.194944, UN201607240275 , A-TB-2016-48403 
22.9833052,120.1859735, UN201607250003 , A-TB-2016-48419 
23.0051929,120.2006458, UN201607250004 , A-TB-2016-48420 
23.0051929,120.2006458, UN201607250005 , 同案件A-TB-2016-48420 
22.9991855,120.2309308, UN201607250023 , A-TB-2016-48427 
22.9901221,120.22073, UN201607250034 , A-TB-2016-48431 
22.9900953,120.2065688, UN201607250050 , A-TB-2016-48442 
23.0097025,120.2199115, UN201607250067 , A-TB-2016-48444 
22.9920332,120.2105536, UN201607250080 , A-TB-2016-48452 
23.014433,120.2173611, UN201607250113 , A-TB-2016-48493 
22.9926709,120.2074688, UN201607250121 , A-TB-2016-48476 
22.9919699,120.2086419, UN201607250122 , A-TB-2016-48474 
22.9950487,120.2081429, UN201607250123 , A-TB-2016-48478 
23.0389432,120.2393106, UN201607250132 , A-TB-2016-48475 
22.9990368,120.2128071, UN201607250133 , A-TB-2016-48472 
22.9938147,120.2094021, UN201607250134 , A-TB-2016-48477 
22.9679071,120.1940601, UN201607250139 , A-TB-2016-48498 
23.0121039,120.2086286, UN201607250144 , A-TB-2016-48484 
22.9927839,120.1956821, UN201607250147 , A-TB-2016-48482 
22.9950487,120.2081429, UN201607250161 , A-TB-2016-48494 
22.94893,120.2167248, UN201607250167 , A-TB-2016-48501 
22.9916869,120.2105063, UN201607250169 , A-TB-2016-48503 
23.0010536,120.2087511, UN201607250178 , A-TB-2016-48511 
22.994433,120.198087, UN201607250179 , A-TB-2016-48512 
23.0093406,120.2201758, UN201607250216 , A-TB-2016-48536 
23.0093406,120.2201758, UN201607250219 , 同A-TB-2016-48536併案 
23.0093406,120.2201758, UN201607250220 , 同A-TB-2016-48536併案 
23.0027597,120.1613429, UN201607250231 , A-TB-2016-48540 
22.9915411,120.2134562, UN201607250242 , A-TB-2016-48556 
22.9913452,120.2132048, UN201607250243 , A-TB-2016-48557 
22.995798,120.209393, UN201607250249 , A-TB-2016-48560 
23.1320341,120.2848429, UN201607250256 , A-TB-2016-48563 
23.11835,120.3073654, UN201607250261 , 併A-TB-2016-48572 
23.11835,120.3073654, UN201607250262 , A-TB-2016-48572 
22.9957821,120.2103534, UN201607250284 , A-TB-2016-48576 
22.9928053,120.2057059, UN201607250312 , A-TB-2016-48596 
22.9979385,120.2085387, UN201607250313 , A-TB-2016-48598 
22.9779777,120.2218543, UN201607250315 , A-TB-2016-48603 
22.9779777,120.2218543, UN201607250316 , 併案A-TB-2016-48603 
22.9779777,120.2218543, UN201607250317 , 併案A-TB-2016-48603 
22.9779777,120.2218543, UN201607250320 , 併案A-TB-2016-48603 
23.0210111,120.228199, UN201607250323 , A-TB-2016-48619 
22.9938236,120.2094042, UN201607250328 , A-TB-2016-48611 
22.9699973,120.2891025, UN201607250329 , A-TB-2016-48636 
22.9974301,120.1954156, UN201607250330 , A-TB-2016-48612 
22.994815,120.204055, UN201607250331 , A-TB-2016-48613 
23.0198616,120.2015055, UN201607250338 , A-TB-2016-48614 
22.9798209,120.1920338, UN201607250340 , A-TB-2016-48604 
22.9744738,120.2208836, UN201607250348 , A-TB-2016-48610 
23.020571,120.2459289, UN201607250358 , A-TB-2016-48621 
22.9887831,120.2093035, UN201607250361 , A-TB-2016-48623 
22.98878,120.2092261, UN201607250362 , 併案A-TB-2016-48623 
22.983851,120.1949241, UN201607250364 , A-TB-2016-48625 
22.983826,120.1959944, UN201607250365 , A-TB-2016-48626 
22.99568,120.2057441, UN201607250366 , A-TB-2016-48628 
22.9928053,120.2057059, UN201607250367 , A-TB-2016-48630 
23.009346,120.2060452, UN201607250369 , A-TB-2016-48646 
22.9799751,120.194776, UN201607250370 , A-TB-2016-48631 
22.9830057,120.195111, UN201607250371 , A-TB-2016-48632 
22.9863507,120.1949954, UN201607250372 , A-TB-2016-48633 
22.9863835,120.1934371, UN201607250373 , 同案件A-TB-2016-48633 
22.9904919,120.2329276, UN201607250374 , A-TB-2016-48648 
23.0163577,120.226393, UN201607250384 , A-TB-2016-48637 
23.0014052,120.2274857, UN201607250386 , A-TB-2016-48638 
22.9996717,120.2016453, UN201607250389 , A-TB-2016-48641 
23.0413658,120.2396939, UN201607250394 , A-TB-2016-48649 
23.0125164,120.2278667, UN201607250398 , A-TB-2016-48653 
23.0157307,120.2361627, UN201607250399 , A-TB-2016-48654 
22.994358,120.2099209, UN201607250401 , A-TB-2016-48656 
23.0167667,120.2257813, UN201607250405 , A-TB-2016-48660 
23.005832,120.193511, UN201607250406 , A-TB-2016-48659 
22.9885736,120.1963416, UN201607260001 , A-TB-2016-48662 
23.0081189,120.2252344, UN201607260008 , A-TB-2016-48665 
22.9883562,120.1909116, UN201607260009 , A-TB-2016-48668 
22.9884575,120.1912395, UN201607260011 , 同A-TB-2016-48668 
22.9898731,120.1671267, UN201607260018 , A-TB-2016-48671 
23.0129234,120.2452279, UN201607260022 , A-TB-2016-48675 
23.0149557,120.2480885, UN201607260026 , A-TB-2016-48682 
22.982448,120.195167, UN201607260049 , A-TB-2016-48729 
23.0093406,120.2201758, UN201607260053 , A-TB-2016-48686 
22.9920332,120.2105536, UN201607260072 , A-TB-2016-48690 
22.9855384,120.2216758, UN201607260084 , A-TB-2016-48694 
22.9904266,120.1923354, UN201607260110 , A-TB-2016-48716 
23.0261671,120.220674, UN201607260131 , A-TB-2016-48728 
22.9916869,120.2105063, UN201607260145 , A-TB-2016-48757 
22.9919699,120.2086419, UN201607260146 , A-TB-2016-48755 
22.9904179,120.2085748, UN201607260147 , A-TB-2016-48753 
22.9974301,120.1954156, UN201607260149 , A-TB-2016-48743 
22.9957713,120.1757782, UN201607260152 , A-TB-2016-48747 
22.99568,120.2057441, UN201607260154 , A-TB-2016-48752 
22.9940774,120.2095668, UN201607260157 , A-TB-2016-48750 
22.9959198,120.1758784, UN201607260162 , A-TB-2016-48751 
22.989438,120.2072104, UN201607260163 , A-TB-2016-48761 
22.995622,120.210045, UN201607260173 , A-TB-2016-48758 
22.9716185,120.2274933, UN201607260177 , A-TB-2016-48763 
22.990087,120.1782411, UN201607260178 , A-TB-2016-48759 
22.9716021,120.2265878, UN201607260179 , 併案A-TB-2016-48763 
22.9967371,120.2069729, UN201607260180 , A-TB-2016-48771 
23.0210949,120.2339605, UN201607260182 , 同案件A-TB-2016-48749 
22.9930876,120.2091515, UN201607260185 , A-TB-2016-48766 
22.9908002,120.1689892, UN201607260191 , A-TB-2016-48773 
23.0079381,120.2031639, UN201607260196 , A-TB-2016-48775 
22.9893107,120.1920715, UN201607260206 , A-TB-2016-48783 
22.9733369,120.2524429, UN201607260209 , A-TB-2016-48785 
22.9962485,120.217378, UN201607260212 , A-TB-2016-48791 
22.9996685,120.2393297, UN201607260214 , A-TB-2016-48790 
22.9945995,120.2056276, UN201607260238 , A-TB-2016-48803 
22.9848353,120.2172721, UN201607260255 , A-TB-2016-48816 
23.0187339,120.2033354, UN201607260259 , A-TB-2016-48818 
22.9962543,120.2181601, UN201607260263 , A-TB-2016-48821 
22.990087,120.1782411, UN201607260280 , A-TB-2016-48830 
22.9723476,120.2209345, UN201607260312 , A-TB-2016-48858 
22.9862586,120.2172319, UN201607260313 , A-TB-2016-48860 
22.9994671,120.2021916, UN201607260321 , A-TB-2016-48866 
22.9994173,120.2023367, UN201607260322 , 併案A-TB-2016-48866 
22.9694992,120.234839, UN201607260324 , A-TB-2016-48865 
23.0791011,120.2911427, UN201607260325 , A-TB-2016-48869 
22.9940267,120.2192745, UN201607260327 , A-TB-2016-48870 
22.9959548,120.2216647, UN201607260328 , A-TB-2016-48872 
22.9947548,120.2080961, UN201607260331 , A-TB-2016-48873 
22.99568,120.2057441, UN201607260335 , A-TB-2016-48874 
22.9928615,120.2117818, UN201607260336 , A-TB-2016-48876 
22.9700379,120.2320842, UN201607260337 , A-TB-2016-48879 
22.9930876,120.2091515, UN201607260338 , A-TB-2016-48878 
22.9784182,120.219317, UN201607260340 , A-TB-2016-48881 
22.9849416,120.1899994, UN201607260343 , A-TB-2016-48880 
23.0097124,120.2327916, UN201607260344 , A-TB-2016-48882 
22.981183,120.229685, UN201607260346 , A-TB-2016-48883 
22.9928752,120.2117543, UN201607260347 , A-TB-2016-48887 
