緯度,經度,案件編號,立案案號
22.9682526,120.2159711, UN201607260353 , A-TB-2016-48893 
22.968559,120.227651, UN201607260355 , A-TB-2016-48894 
23.02798,120.21082, UN201607260358 , A-TB-2016-48897 
22.9947636,120.2085372, UN201607260363 , A-TB-2016-48899 
23.011546,120.206343, UN201607260370 , A-TB-2016-48905 
22.9953027,120.1971189, UN201607260376 , A-TB-2016-48909 
22.9917991,120.217487, UN201607260378 , A-TB-2016-48911 
22.99568,120.2057441, UN201607260380 , A-TB-2016-48914 
23.0058445,120.2230699, UN201607260381 , A-TB-2016-48923 
22.9825532,120.2046659, UN201607260383 , A-TB-2016-48917 
22.9950487,120.2081429, UN201607260408 , A-TB-2016-48925 
22.9933542,120.1723995, UN201607260409 , A-TB-2016-48922 
22.994489,120.2118002, UN201607260410 , A-TB-2016-48924 
23.0024061,120.203123, UN201607260414 , A-TB-2016-48935 
23.0043832,120.2189523, UN201607260417 , A-TB-2016-48939 
22.996217,120.1751018, UN201607260420 , A-TB-2016-48949 
22.9731127,120.2216777, UN201607260426 , A-TB-2016-48942 
22.9866477,120.2192413, UN201607260432 , A-TB-2016-48948 
22.9997116,120.1613939, UN201607270001 , A-TB-2016-48952 
22.9996873,120.2180947, UN201607270011 , 同A-TB-2016-48958 
23.1301628,120.3054459, UN201607270016 , A-TB-2016-48961 
22.9836621,120.19559, UN201607270019 , A-TB-2016-48963 
22.9937656,120.1725983, UN201607270043 , A-TB-2016-48977 
23.0381831,120.2374428, UN201607270052 , A-TB-2016-48976 
22.994695,120.2014173, UN201607270065 , A-TB-2016-48994 
22.994695,120.2014173, UN201607270085 , A-TB-2016-48996 
23.0506495,120.171994, UN201607270094 , A-TB-2016-49045 
22.9836621,120.19559, UN201607270095 , 同A-TB-2016-48963 
22.9920332,120.2105536, UN201607270098 , A-TB-2016-49002 
22.9884594,120.2080528, UN201607270119 , A-TB-2016-49023 
22.988729,120.2043632, UN201607270120 , A-TB-2016-49024 
23.0123248,120.2046055, UN201607270121 , A-TB-2016-49021 
23.0210261,120.216401, UN201607270129 , A-TB-2016-49056 
22.9960208,120.217925, UN201607270139 , A-TB-2016-49051 
22.9959198,120.1758784, UN201607270141 , A-TB-2016-49046 
22.9888462,120.2078995, UN201607270142 , A-TB-2016-49044 
22.9962418,120.1758139, UN201607270148 , A-TB-2016-49068 
22.9917895,120.2107603, UN201607270161 , A-TB-2016-49060 
22.9938236,120.2094042, UN201607270162 , A-TB-2016-49059 
23.0902382,120.306728, UN201607270163 , A-TB-2016-49062 
22.9830057,120.195111, UN201607270174 , A-TB-2016-49108 
22.9957713,120.1757782, UN201607270175 , A-TB-2016-49067 
22.9905209,120.2059724, UN201607270186 , A-TB-2016-49076 
23.0013421,120.2566, UN201607270207 , A-TB-2016-49081 
23.0302916,120.2255286, UN201607270220 , A-TB-2016-49097 
22.9928053,120.2057059, UN201607270227 , A-TB-2016-49105 
22.9849416,120.1899994, UN201607270237 , A-TB-2016-49106 
22.9953897,120.19675, UN201607270250 , A-TB-2016-49110 
22.9946943,120.2095317, UN201607270254 , A-TB-2016-49123 
22.995622,120.210045, UN201607270258 , A-TB-2016-49117 
22.995711,120.21047, UN201607270265 , A-TB-2016-49124 
22.9955278,120.1962359, UN201607270281 , A-TB-2016-49139 
22.9865851,120.2188843, UN201607270284 , A-TB-2016-49147 
23.0165,120.227451, UN201607270285 , A-TB-2016-49161 
23.0207283,120.2288201, UN201607270286 , A-TB-2016-49134 
22.997039,120.211235, UN201607270287 , A-TB-2016-49159 
23.230796,120.1823668, UN201607270290 , A-TB-2016-49158 
23.2302707,120.350373, UN201607270291 , A-TB-2016-49137 
23.0092079,120.2157384, UN201607270292 , A-TB-2016-49156 
22.9999435,120.2125368, UN201607270293 , A-TB-2016-49150 
22.9909879,120.1697918, UN201607270294 , A-TB-2016-49153 
22.9985471,120.200283, UN201607270299 , A-TB-2016-49151 
22.9942482,120.2146218, UN201607270304 , A-TB-2016-49155 
23.020505,120.2341858, UN201607270305 , A-TB-2016-49149 
23.0311038,120.2174664, UN201607270307 , A-TB-2016-49148 
22.9967371,120.2069729, UN201607270311 , A-TB-2016-49162 
22.9959455,120.2209277, UN201607270313 , A-TB-2016-49168 
22.9958874,120.1757494, UN201607270315 , A-TB-2016-49175 
22.9975061,120.2125051, UN201607270320 , A-TB-2016-49157 
22.985538,120.2236598, UN201607270324 , A-TB-2016-49167 
22.9890991,120.1919899, UN201607270330 , A-TB-2016-49166 
22.9928605,120.210664, UN201607270338 , A-TB-2016-49172 
22.994302,120.210459, UN201607270340 , A-TB-2016-49174 
22.9901221,120.22073, UN201607270342 , A-TB-2016-49171 
23.0013421,120.2566, UN201607270353 , A-TB-2016-49188 
23.0013421,120.2566, UN201607270354 , 併A-TB-2016-49188 
22.9932283,120.2081619, UN201607270359 , A-TB-2016-49189 
22.9837237,120.2220689, UN201607270366 , A-TB-2016-49194 
23.042348,120.2043692, UN201607270368 , A-TB-2016-49196 
23.004417,120.19141, UN201607270370 , A-TB-2016-49197 
22.993483,120.2066913, UN201607270371 , A-TB-2016-49199 
23.038844,120.2021832, UN201607270374 , 同A-TB-2016-49200 併案 
23.0084725,120.2338582, UN201607270384 , A-TB-2016-49211 
23.0195513,120.2035267, UN201607270391 , A-TB-2016-49220 
23.0381831,120.2374428, UN201607270394 , A-TB-2016-49223 
22.9980543,120.1896638, UN201607270397 , A-TB-2016-49226 
22.9842796,120.2416417, UN201607280011 , A-TB-2016-49228 
23.0068212,120.210051, UN201607280016 , A-TB-2016-49233 
23.0965944,120.2814644, UN201607280029 , A-TB-2016-49235 
22.9954643,120.2178774, UN201607280031 , A-TB-2016-49236 
22.9904179,120.2085748, UN201607280054 , A-TB-2016-49242 
23.0923984,120.2951412, UN201607280085 , A-TB-2016-49259 
22.9964796,120.2121906, UN201607280113 , A-TB-2016-49273 
22.9961232,120.2099625, UN201607280115 , A-TB-2016-49281 
22.9945024,120.185661, UN201607280117 , A-TB-2016-49283 
22.9921147,120.2076848, UN201607280121 , A-TB-2016-49288 
22.9910104,120.206046, UN201607280127 , A-TB-2016-49296 
22.984045,120.1976865, UN201607280131 , A-TB-2016-49300 
22.9930712,120.2092304, UN201607280136 , A-TB-2016-49303 
22.9958874,120.1757494, UN201607280137 , A-TB-2016-49306 
23.0004508,120.1972587, UN201607280138 , A-TB-2016-49304 
22.9907597,120.20877, UN201607280139 , A-TB-2016-49305 
23.0031294,120.1980908, UN201607280142 , A-TB-2016-49358 
23.0027986,120.1981665, UN201607280143 , A-TB-2016-49361 
23.0226951,120.2160915, UN201607280144 , A-TB-2016-49309 
23.0027986,120.1981665, UN201607280145 , 同A-TB-2016-49361 併案 
22.9958874,120.1757494, UN201607280154 , A-TB-2016-49310 
23.0533973,120.2713241, UN201607280159 , A-TB-2016-49312 
22.9969864,120.2132957, UN201607280161 , A-TB-2016-49314 
22.9958874,120.1757494, UN201607280163 , A-TB-2016-49316 
22.9890991,120.1919899, UN201607280169 , A-TB-2016-49322 
22.9916061,120.2074206, UN201607280174 , A-TB-2016-49324 
22.995622,120.210045, UN201607280177 , A-TB-2016-49331 
22.9937014,120.2010193, UN201607280180 , A-TB-2016-49332 
22.9940065,120.2010739, UN201607280181 , A-TB-2016-49333 
22.9252664,120.2849795, UN201607280199 , A-TB-2016-49370 
23.0009349,120.164293, UN201607280203 , A-TB-2016-49362 
23.0056978,120.2024386, UN201607280225 , A-TB-2016-49368 
23.0009349,120.164293, UN201607280230 , 併A-TB-2016-49362 
23.0199917,120.2226008, UN201607280242 , A-TB-2016-49357 
22.9967371,120.2069729, UN201607280245 , A-TB-2016-49363 
23.0009349,120.164293, UN201607280249 , 併A-TB-2016-49362 
22.9880592,120.16874, UN201607280253 , A-TB-2016-49359 
22.9928605,120.210664, UN201607280255 , A-TB-2016-49374 
22.9904179,120.2085748, UN201607280259 , A-TB-2016-49375 
22.9949194,120.2086246, UN201607280260 , A-TB-2016-49378 
23.0064832,120.2059223, UN201607280263 , A-TB-2016-49380 
22.9907759,120.2255556, UN201607280267 , A-TB-2016-49395 
22.998093,120.2038, UN201607280272 , A-TB-2016-49389 
22.9987371,120.2038373, UN201607280273 , 併A-TB-2016-49389 
22.9977575,120.2096355, UN201607280275 , 併A-TB-2016-49389 
22.9919999,120.2079678, UN201607280276 , A-TB-2016-49377 
22.9977788,120.2096439, UN201607280277 , 併A-TB-2016-49389 
23.0008139,120.1981906, UN201607280280 , A-TB-2016-49390 
22.9950487,120.2081429, UN201607280285 , A-TB-2016-49386 
22.9949031,120.2076185, UN201607280286 , A-TB-2016-49387 
22.9936626,120.2226313, UN201607280290 , A-TB-2016-49388 
22.9952058,120.2097062, UN201607280296 , A-TB-2016-49385 
22.9990368,120.2128071, UN201607280298 , A-TB-2016-49391 
22.9932275,120.2063888, UN201607280304 , A-TB-2016-49397 
22.9777292,120.2219734, UN201607280307 , A-TB-2016-49402 
22.9839491,120.2234756, UN201607280310 , A-TB-2016-49404 
23.0099295,120.1854993, UN201607280311 , A-TB-2016-49406 
22.9746244,120.226417, UN201607280319 , A-TB-2016-49424 
23.0446242,120.2433551, UN201607280320 , A-TB-2016-49426 
22.9919999,120.2079678, UN201607280321 , A-TB-2016-49410 
22.9849416,120.1899994, UN201607280327 , A-TB-2016-49413 
22.9959131,120.218392, UN201607280329 , A-TB-2016-49411 
22.992541,120.2071724, UN201607280331 , A-TB-2016-49415 
22.9918098,120.2114367, UN201607280332 , A-TB-2016-49414 
22.9921147,120.2076848, UN201607280333 , A-TB-2016-49416 
23.0025844,120.2354184, UN201607280340 , A-TB-2016-49422 
22.9614054,120.1894216, UN201607280341 , A-TB-2016-49423 
22.995622,120.210045, UN201607280352 , A-TB-2016-49432 
22.9790891,120.1942494, UN201607280358 , A-TB-2016-49446 
22.994489,120.2118002, UN201607280359 , A-TB-2016-49445 
22.9774801,120.1898103, UN201607280361 , A-TB-2016-49441 
23.001532,120.255777, UN201607280362 , A-TB-2016-49443 
23.001109,120.255887, UN201607280363 , A-TB-2016-49444 
22.9985071,120.2122121, UN201607280369 , A-TB-2016-49450 
22.9920332,120.2105536, UN201607280370 , A-TB-2016-49451 
22.9947823,120.210098, UN201607280373 , A-TB-2016-49453 
22.9982771,120.194899, UN201607280374 , A-TB-2016-49452 
22.9982771,120.194899, UN201607280375 , 同A-TB-2016-49452 
22.9989254,120.1951633, UN201607280376 , A-TB-2016-49455 
23.0666338,120.1275877, UN201607280378 , A-TB-2016-49456 
22.9792954,120.2197452, UN201607280384 , A-TB-2016-49457 
23.016756,120.2345991, UN201607280399 , A-TB-2016-49469 
23.124911,120.2964499, UN201607290001 , A-TB-2016-49470 
22.9887511,120.2363568, UN201607290002 , A-TB-2016-49471 
22.9887511,120.2363568, UN201607290003 , 同案件A-TB-2016-49471 
22.9887511,120.2363568, UN201607290004 , 同案件A-TB-2016-49471 
23.114283,120.298477, UN201607290008 , A-TB-2016-49474 
22.9863693,120.2189104, UN201607290024 , A-TB-2016-49480 
22.9842796,120.2416417, UN201607290026 , A-TB-2016-49481 
23.0422887,120.2320673, UN201607290034 , A-TB-2016-49488 
23.0146285,120.2299508, UN201607290035 , A-TB-2016-49489 
23.0430025,120.2388867, UN201607290036 , A-TB-2016-49490 
23.0430025,120.2388867, UN201607290037 , A-TB-2016-49491 
23.0891632,120.2570404, UN201607290038 , A-TB-2016-49492 
23.0021118,120.2400201, UN201607290051 , A-TB-2016-49505 
22.9863128,120.2142443, UN201607290053 , A-TB-2016-49513 
22.987096,120.2083973, UN201607290055 , A-TB-2016-49507 
22.9900789,120.208426, UN201607290059 , A-TB-2016-49509 
22.9888462,120.2078995, UN201607290064 , A-TB-2016-49510 
23.3072769,120.319142, UN201607290092 , A-TB-2016-49524 
22.9863693,120.2189104, UN201607290095 , A-TB-2016-49530 
23.0101388,120.2331359, UN201607290098 , A-TB-2016-49532 
22.9947636,120.2085372, UN201607290109 , A-TB-2016-49535 
22.9912501,120.2114025, UN201607290129 , A-TB-2016-49556 
22.9958874,120.1757494, UN201607290147 , A-TB-2016-49567 
22.9827413,120.203999, UN201607290152 , A-TB-2016-49562 
22.9948307,120.2340139, UN201607290154 , A-TB-2016-49563 
22.9901223,120.2084214, UN201607290155 , A-TB-2016-49564 
23.3013462,120.4122019, UN201607290163 , 
22.987096,120.2083973, UN201607290165 , A-TB-2016-49572 
22.9948307,120.2340139, UN201607290170 , A-TB-2016-49578 
22.9948307,120.2340139, UN201607290171 , 同A-TB-2016-49578 
22.9928605,120.210664, UN201607290175 , A-TB-2016-49579 
22.9948307,120.2340139, UN201607290176 , A-TB-2016-49580 
23.130596,120.304911, UN201607290181 , A-TB-2016-49581 
22.9953897,120.19675, UN201607290184 , A-TB-2016-49586 
22.9958874,120.1757494, UN201607290186 , A-TB-2016-49585 
22.993092,120.1788673, UN201607290200 , A-TB-2016-49598 
23.0023735,120.1947329, UN201607290212 , 同A-TB-2016-49616 
23.0022682,120.1948229, UN201607290214 , 同A-TB-2016-49616 
23.0022682,120.1948229, UN201607290217 , A-TB-2016-49616 
22.9844968,120.1995251, UN201607290218 , A-TB-2016-49628 
22.99568,120.2057441, UN201607290222 , A-TB-2016-49632 
22.994815,120.204055, UN201607290223 , A-TB-2016-49625 
22.9919699,120.2086419, UN201607290225 , A-TB-2016-49624 
22.9904179,120.2085748, UN201607290226 , A-TB-2016-49623 
22.981974,120.204977, UN201607290227 , A-TB-2016-49621 
22.9916869,120.2105063, UN201607290228 , A-TB-2016-49622 
22.9957709,120.1977915, UN201607290257 , A-TB-2016-49646 
22.9970328,120.1758035, UN201607290260 , A-TB-2016-49650 
22.9822236,120.2279962, UN201607290265 , A-TB-2016-49649 
22.988492,120.1964484, UN201607290272 , A-TB-2016-49654 
22.9935561,120.2260377, UN201607290273 , A-TB-2016-49658 
22.9949345,120.2096381, UN201607290280 , A-TB-2016-49659 
22.9891251,120.192, UN201607290296 , A-TB-2016-49670 
23.018756,120.215186, UN201607290297 , A-TB-2016-49673 
23.2302707,120.350373, UN201607290299 , A-TB-2016-49676 
23.0740594,120.2659519, UN201607290302 ,0
23.0195925,120.2127652, UN201607290304 , A-TB-2016-49683 
23.0086163,120.2329436, UN201607290305 , A-TB-2016-49684 
23.0148911,120.2180184, UN201607290306 , A-TB-2016-49685 
22.9684391,120.2320087, UN201607290307 , A-TB-2016-49686 
22.9902918,120.204834, UN201607290310 , A-TB-2016-49687 
22.994673,120.209333, UN201607290317 , A-TB-2016-49691 
22.9950487,120.2081429, UN201607290318 , 同A-TB-2016-49691 
22.9932283,120.2081619, UN201607290324 , A-TB-2016-49695 
22.9953027,120.1971189, UN201607290325 , A-TB-2016-49697 
22.9891065,120.1919466, UN201607290326 , A-TB-2016-49694 
23.0247871,120.260068, UN201607290330 , A-TB-2016-49698 
23.0249402,120.2606939, UN201607290331 , A-TB-2016-49700 
22.9747216,120.2215852, UN201607290332 , A-TB-2016-49699 
22.9833281,120.2199675, UN201607290337 , A-TB-2016-49714 
22.9930876,120.2091515, UN201607290338 , A-TB-2016-49704 
22.99568,120.2057441, UN201607290339 , A-TB-2016-49706 
22.9919699,120.2086419, UN201607290340 , A-TB-2016-49707 
22.9901221,120.22073, UN201607290341 , A-TB-2016-49708 
22.9867299,120.1904124, UN201607290342 , A-TB-2016-49705 
22.9950487,120.2081429, UN201607290350 , A-TB-2016-49711 
23.034791,120.213855, UN201607290357 , A-TB-2016-49716 
22.9971367,120.2129498, UN201607290360 , A-TB-2016-49720 
22.9826375,120.2173963, UN201607290364 , A-TB-2016-49728 
22.974687,120.204582, UN201607290368 , A-TB-2016-49723 
22.9683463,120.1903385, UN201607290370 , A-TB-2016-49724 
22.9901221,120.22073, UN201607290372 , A-TB-2016-49726 
22.9884674,120.2331653, UN201607290373 , A-TB-2016-49725 
22.99568,120.2057441, UN201607290374 , A-TB-2016-49727 
22.9887781,120.2367818, UN201607290380 , A-TB-2016-49734 
23.0135164,120.2124319, UN201607290381 , A-TB-2016-49733 
22.9887781,120.2367818, UN201607290383 , A-TB-2016-49734 
22.9887781,120.2367818, UN201607290384 , A-TB-2016-49734 
23.0047286,120.2054571, UN201607290391 , A-TB-2016-49737 
23.0025214,120.2183487, UN201607300403 , A-TB-2016-49743 
22.9839486,120.2418724, UN201607300417 , A-TB-2016-49755 
22.9944261,120.2107642, UN201607300421 , A-TB-2016-49756 
22.9920332,120.2105536, UN201607300440 , A-TB-2016-49760 
23.1310353,120.2930322, UN201607300448 , A-TB-2016-49765 
22.9695759,120.2136222, UN201607300455 , A-TB-2016-49771 
22.9893186,120.1751381, UN201607300464 , A-TB-2016-49774 
22.9812221,120.2049523, UN201607300477 , A-TB-2016-49813 
23.0104757,120.2323668, UN201607300485 , A-TB-2016-49780 
23.0017612,120.1961535, UN201607300489 , A-TB-2016-49782 
23.0025609,120.2040481, UN201607300493 , A-TB-2016-49789 
22.9921059,120.2104176, UN201607300498 , A-TB-2016-49787 
22.9919699,120.2086419, UN201607300500 , A-TB-2016-49790 
22.9904179,120.2085748, UN201607300502 , A-TB-2016-49791 
22.975082,120.2182702, UN201607300510 , A-TB-2016-49799 
22.9687883,120.2319274, UN201607300514 , A-TB-2016-49798 
22.9958874,120.1757494, UN201607300515 , A-TB-2016-49800 
22.9953897,120.19675, UN201607300517 , A-TB-2016-49805 
22.994302,120.210459, UN201607300527 , A-TB-2016-49810 
22.9953428,120.2206711, UN201607300528 , A-TB-2016-49812 
23.1562159,120.1793807, UN201607300533 , A-TB-2016-49816 
22.9958874,120.1757494, UN201607300537 , A-TB-2016-49819 
23.0420941,120.263672, UN201607300538 , A-TB-2016-49831 
22.9562174,120.2390191, UN201607300539 , A-TB-2016-49824 
22.9957713,120.1757782, UN201607300540 , A-TB-2016-49835 
23.1650324,120.1787368, UN201607300541 , A-TB-2016-49832 
22.9971367,120.2129498, UN201607300542 , A-TB-2016-49827 
22.9889856,120.2045913, UN201607300550 , A-TB-2016-49829 
22.9984818,120.2362525, UN201607300554 , A-TB-2016-49836 
22.9752387,120.2142838, UN201607300555 , A-TB-2016-49830 
22.9916852,120.1992381, UN201607300559 , A-TB-2016-49833 
23.0101748,120.2335556, UN201607300564 , A-TB-2016-49859 
22.995622,120.210045, UN201607300569 , A-TB-2016-49850 
23.0076966,120.2312282, UN201607300574 , A-TB-2016-49853 
22.991449,120.2128664, UN201607300575 , A-TB-2016-49856 
22.9917321,120.2114408, UN201607300577 , A-TB-2016-49857 
22.9930876,120.2091515, UN201607300578 , A-TB-2016-49847 
22.9928053,120.2057059, UN201607300581 , A-TB-2016-49848 
22.9492892,120.251313, UN201607300583 , A-TB-2016-49849 
23.307182,120.3039293, UN201607300586 , A-TB-2016-49851 
22.9952058,120.2097062, UN201607300591 , A-TB-2016-49854 
22.994138,120.1996356, UN201607300594 , A-TB-2016-49858 
22.9889878,120.2004615, UN201607300599 , A-TB-2016-49867 
23.0210642,120.215348, UN201607300603 , A-TB-2016-49872 
22.994815,120.204055, UN201607300604 , A-TB-2016-49873 
22.9919699,120.2086419, UN201607300605 , A-TB-2016-49875 
23.0038741,120.1911498, UN201607300607 , A-TB-2016-49876 
22.961856,120.227455, UN201607300612 , A-TB-2016-49879 
22.9952058,120.2097062, UN201607300613 , A-TB-2016-49884 
23.0006041,120.1774978, UN201607300614 , A-TB-2016-49881 
22.9955278,120.1962359, UN201607300617 , A-TB-2016-49882 
23.0001114,120.1974836, UN201607300622 , A-TB-2016-49886 
22.9951125,120.1967333, UN201607300628 , A-TB-2016-49887 
22.9923268,120.2174053, UN201607300633 , A-TB-2016-49890 
22.972408,120.220763, UN201607300636 , A-TB-2016-49889 
22.9931775,120.1849039, UN201607300639 , A-TB-2016-49899 
22.9901221,120.22073, UN201607300643 , A-TB-2016-49893 
23.0248323,120.1916752, UN201607300648 , A-TB-2016-49901 
23.0246857,120.1917184, UN201607300649 , A-TB-2016-49902 
23.0246857,120.1917184, UN201607300651 , A-TB-2016-49903 
23.0243281,120.1917824, UN201607300655 , A-TB-2016-49922 
22.9950487,120.2081429, UN201607300659 , A-TB-2016-49905 
22.9813179,120.2181499, UN201607300666 , A-TB-2016-49910 
22.9994729,120.1953854, UN201607300678 , A-TB-2016-49916 
22.9928605,120.210664, UN201607300682 , A-TB-2016-49921 
22.9859131,120.2030366, UN201607300683 , A-TB-2016-49931 
22.9928053,120.2057059, UN201607300685 , A-TB-2016-49924 
22.9919699,120.2086419, UN201607300687 , A-TB-2016-49933 
22.994815,120.204055, UN201607300688 , A-TB-2016-49934 
22.99568,120.2057441, UN201607300690 , A-TB-2016-49936 
